"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"385474016";29;7.41;1.55;10;3;8
"385474547";17;7.94;1.56;10;5;8
"385475721";23;7.17;1.47;10;5;8
"385475772";11;7.55;1.29;10;5;7
"385479565";36;8.19;1.58;10;5;8
"385480016";12;7.92;2.07;10;5;8.5
"385482388";19;7.53;1.22;10;5;7
"385484518";92;8.55;1.85;10;1;9
"385486804";56;8.18;1.31;10;4;8
"385490445";25;8.32;1.25;10;5;8
"385490992";31;7.39;1.58;10;4;8
"385492081";61;8.46;1.26;10;5;9
"385493800";23;6.96;2.16;10;3;7
"385494246";15;7.33;1.5;10;4;7
"385496095";13;8.08;2.1;10;4;8
"385497466";34;6.82;2.02;10;3;6.5
"385498721";14;8.21;1.76;10;3;8
"385498802";37;7.62;1.34;10;4;8
"385502532";22;7.41;1.56;10;4;8
"385503822";50;7.52;1.89;10;3;8
"385503857";20;8.45;1.57;10;4;9
"385503954";23;8.13;1.32;10;6;8
"385504209";241;8.68;1.47;10;2;9
"385504470";13;8.54;1.05;10;7;8
"385505833";61;7.46;1.68;10;4;8
"385507593";17;7.94;0.97;10;6;8
"385508042";44;7.61;1.62;10;3;8
"385508417";17;7.12;1.9;10;4;7
"385509456";15;8;1.77;10;4;9
"385509510";22;8.32;1.46;10;4;8.5
"385510438";35;8.57;1.31;10;5;9
"385511612";39;6.85;2.28;10;1;7
"385512104";24;8.54;1.5;10;4;9
"385720106";43;6.81;1.45;10;4;7
"385720467";12;6.08;1.98;8;2;7
"385720920";17;8.71;1.26;10;6;9
"385720955";26;7.19;1.86;10;3;7
"385721420";31;7.32;1.87;10;1;7
"385722192";19;7.63;1.98;10;2;8
"385722206";66;8.15;1.22;10;5;8
"385722435";21;8.33;1.32;10;5;9
"385729332";21;8.14;1.28;10;5;8
"385729340";18;9.06;1;10;7;9
"385730586";40;8.38;1.46;10;5;8
"393050939";17;9;1;10;7;9
"393312836";13;7.85;2.27;10;3;8
"393317552";17;8.59;1.54;10;4;9
"393319296";18;8.06;1.35;10;6;8
"394404289";13;9;1.58;10;5;10
"394758285";14;8.5;1.02;10;7;8
"394800168";13;9.46;0.78;10;8;10
"394820371";32;8.25;1.74;10;5;9
"395083567";10;8.5;1.58;10;5;9
"395977894";9;7.89;1.36;10;5;8
"399133143";12;6.83;1.95;10;5;6.5
"399141146";15;7.4;2.5;10;2;8
"399141464";12;7.25;1.22;9;5;7.5
"399142282";18;6.89;2.14;10;2;7
"399142789";12;8.17;1.95;10;5;9
"399142851";18;7.83;1.54;10;4;8
"399143947";22;8.23;1.69;10;5;8.5
"399144463";46;6.7;2.8;10;1;7
"399145087";23;7.91;1.53;10;5;8
"399145672";14;7.36;1.08;9;5;7
"399145885";10;8.1;1.52;10;5;8
"399145923";14;8.21;1.48;10;6;8
"399145990";11;7.82;1.08;10;7;7
"399146008";17;7.35;1.66;9;4;8
"399146253";19;7.68;1.49;10;5;8
"399146431";30;8.13;1.53;10;3;8
"399147128";11;8;1.73;10;5;8
"399147195";23;8.13;1.89;10;2;8
"399147284";13;8;1.58;10;4;8
"399148027";17;7.47;1.46;9;4;8
"399148248";10;9;1.49;10;5;9
"399148639";19;7.84;1.68;10;5;8
"399149155";27;8.44;1.4;10;6;9
"399149325";27;6.56;1.74;10;3;7
"399149392";15;8.4;1.64;10;5;8
"399149848";15;8.53;2.03;10;4;10
"399150439";13;8.92;1.12;10;7;9
"399150897";34;7.09;1.68;10;3;7
"399151648";11;8.45;1.69;10;5;8
"399501487";58;7.88;1.66;10;3;8
"413537900";17;8.24;1.35;10;5;8
"425083837";28;8.61;1.23;10;6;9
"425092917";19;7.68;1.89;10;3;8
"425097609";13;7.15;1.68;10;5;7
"425097722";16;8.06;1.06;10;5;8
"425101452";12;8.08;1.44;10;5;8
"425104346";11;8.82;1.4;10;6;9
"425105334";12;9.08;1.24;10;6;9.5
"425107469";27;8.52;1.25;10;5;9
"425109720";29;7.93;1.46;10;5;8
"425113884";15;7.6;1.8;10;5;8
"425115801";27;8.04;1.56;10;5;8
"425116840";26;7.62;1.39;10;5;8
"425118703";17;7.65;1.54;10;4;8
"425119653";20;7.05;2.06;10;1;7
"425120279";14;8;1.75;10;5;8
"425121259";23;7.52;1.47;10;5;8
"425121631";15;7.93;1.75;10;3;8
"425122123";23;7.96;1.15;10;5;8
"425124347";23;7.78;1.44;10;4;8
"425128164";19;7.16;1.8;10;4;7
"425129586";16;8.06;1.61;10;5;8
"425130215";13;7.92;1.44;10;5;8
"425130711";17;7.53;1.66;10;5;7
"425132048";21;8;1.41;10;5;8
"425132951";19;6.68;1.83;10;4;6
"425133516";12;7.92;1.62;10;5;8.5
"425133540";17;7;2.18;10;1;8
"425136981";19;7.53;2.22;10;1;8
"425137562";13;7.92;1.38;10;5;8
"425140032";16;7.12;2.13;10;2;7.5
"425141233";14;8.36;1.45;10;5;8
"425142485";16;6.75;2.21;10;3;7
"425143325";27;8.11;1.37;10;5;8
"425144429";31;7.23;1.75;10;4;7
"425145638";13;7.62;1.76;10;5;8
"425146413";16;8.25;1.57;10;5;8.5
"425147363";15;6.93;1.79;10;4;7
"425147517";18;7.72;1.56;10;5;8
"425147584";23;7.22;1.95;10;3;8
"425147622";46;8.04;1.74;10;5;8
"425148297";12;7.5;2.97;10;1;8
"425150143";13;6.31;1.38;9;5;6
"425150984";16;8.25;1.95;10;4;8
"425151867";19;6.79;1.62;10;5;7
"425151875";11;6.64;1.8;10;4;6
"425152251";45;7.38;1.98;10;3;8
"425152898";14;7.64;1.95;10;5;8.5
"425153975";23;8.13;1.25;10;6;8
"425154092";54;7.87;1.69;10;3;8
"425155404";22;7.05;1.7;10;4;7
"425155943";14;7.71;0.61;9;7;8
"425158594";12;6.25;2.67;10;2;7
"425158616";31;7.74;1.55;10;5;8
"425158632";17;7.53;1.81;10;4;8
"425158640";13;7.62;1.45;10;4;8
"425161242";17;7.41;2.29;10;2;8
"425161722";15;6.67;1.63;9;4;7
"425162443";29;8.03;1.59;10;3;8
"425162788";8;6.75;1.49;9;4;7
"425163385";14;7.86;1.35;10;6;8
"425163407";38;7.66;1.66;10;4;8
"425166619";16;7.38;2.33;10;2;7.5
"425167313";33;7.21;2.06;10;2;8
"425167720";12;7.08;1.88;10;4;7
"425168298";13;7.54;1.05;9;6;8
"425169693";17;7.35;1.73;10;5;8
"425169863";37;8.32;1.4;10;4;9
"425170349";20;7.6;1.82;10;5;8
"425172546";32;6.81;1.89;10;1;7
"425172996";14;7.93;1.49;10;5;8
"425174271";17;7.59;1.7;10;5;8
"425175405";39;7.92;1.13;10;5;8
"425177173";23;6.96;1.72;10;3;7
"425178102";20;7.45;1.88;10;3;8
"425178579";15;7.73;1.58;10;5;8
"425178765";25;7.12;1.83;9;1;7
"425178951";17;7.65;1.41;9;5;8
"425179613";17;7.82;1.59;10;5;8
"425179672";16;7.5;2.1;10;2;7.5
"425179885";22;7.18;1.4;10;5;7
"425180638";40;7.2;1.68;10;4;7
"425180964";24;7.96;1.63;10;5;8
"425181103";20;7.75;1.94;10;2;8
"425181111";7;7.29;1.5;10;5;7
"425181464";16;7.31;2.09;10;4;8
"425181685";14;7.43;2.31;10;3;8
"425182878";25;7.36;1.47;10;5;7
"425182886";12;7.42;1.16;10;5;7
"425182908";37;5.38;2.15;10;1;5
"425183971";26;8.15;1.78;10;4;8
"425184129";12;6.92;2.19;10;3;7.5
"425184226";17;7.71;1.69;10;3;8
"425184943";11;7.09;1.58;9;4;7
"425185710";17;7.35;2.06;10;3;8
"425188787";14;7.79;1.53;10;5;8
"425189031";22;7.82;2.04;10;5;8.5
"425189864";16;8;1.51;10;5;8
"425190641";9;7.11;1.69;9;4;7
"425191184";19;6.58;2.04;10;3;6
"425191583";14;8.14;2.14;10;5;9
"425192725";31;7.9;1.58;10;5;8
"425192733";16;6.12;2.87;10;1;7
"439064864";76;8.83;1.45;10;5;9
"439064872";107;8.93;1.22;10;5;9
"439136350";90;9.2;1.25;10;5;10
"439136369";74;9.07;1.32;10;5;10
"439139597";79;9.32;1.07;10;5;10
"439139600";61;9.05;1.28;10;5;10
"439404371";20;8.15;1.53;10;5;8
"439425220";15;9.8;0.41;10;9;10
"440108268";21;7.95;1.88;10;3;8
"440111811";12;7.5;1.62;10;5;7.5
"440122090";17;7.71;1.86;10;4;8
"440127793";16;7.88;1.75;10;5;8
"440131480";10;8.6;1.35;10;6;9
"440178002";15;8.6;1.64;10;5;9
"440180295";35;8.03;1.71;10;4;8
"440200563";13;7.54;1.51;9;5;8
"440200989";19;7.95;1.58;10;5;8
"440201926";13;7.46;1.9;10;5;7
"440202043";19;8.32;1.73;10;4;9
"440204194";17;7.82;1.67;10;5;8
"440204208";10;6.8;1.81;10;4;7
"440204887";25;8.52;2.04;10;3;10
"440206154";81;8.04;1.5;10;5;8
"440207770";13;7.23;1.17;10;6;7
"440211263";50;8;1.6;10;5;8
"440211727";97;8.01;1.7;10;2;8
"440212359";13;6.92;1.75;10;3;7
"440212561";51;8.82;2.09;10;1;10
"440213029";10;7.4;1.26;10;6;7.5
"440213282";12;8.25;1.48;10;5;8
"440213290";21;7.57;1.29;10;5;8
"440213525";83;7.58;1.63;10;3;8
"440214041";95;7.76;1.66;10;4;8
"440215625";39;8.33;1.91;10;2;9
"440216745";11;6.82;1.89;10;4;7
"440217490";13;7.69;1.55;10;5;8
"440217520";14;7.86;1.96;10;3;9
"440217547";13;7.23;1.83;10;5;7
"440217563";22;8.5;1.71;10;5;9
"440218535";15;7.73;1.22;10;5;8
"440219078";36;8.83;1.58;10;5;9.5
"440220424";15;8.93;0.7;10;8;9
"440220602";77;7.53;1.63;10;3;8
"440220653";15;7.67;1.68;10;5;8
"440221099";9;7.89;1.45;10;5;8
"440221315";15;7.87;2;10;4;8
"440221471";74;7.77;1.58;10;4;8
"440221595";22;7.68;1.62;10;2;8
"440222028";3;6.33;3.06;9;3;7
"440222656";63;7.29;2;10;1;8
"440223202";30;8.17;1.42;10;5;8
"440224594";21;7.24;1.64;10;3;8
"440224624";29;7.24;1.48;10;5;7
"440224675";58;6.97;2.18;10;1;7
"440224705";17;6.82;1.81;10;3;7
"440224764";71;7.66;1.66;10;5;8
"440224780";11;7.91;2.07;10;5;8
"440224837";11;8;2.24;10;4;8
"440224853";11;7.36;2.11;10;4;8
"440225299";17;7.12;1.65;10;4;7
"440225701";61;7.46;1.74;10;3;8
"440225817";14;7.07;1.64;10;5;7.5
"440225825";16;7.62;1.59;10;5;8
"440226104";40;7.55;1.96;10;2;8
"440226430";98;7.57;1.66;10;3;8
"440234743";74;7.61;1.74;10;3;8
"440235162";30;7.77;1.57;10;4;8
"440235502";14;9.21;0.89;10;7;9
"440235596";41;7.73;1.66;10;4;8
"440236053";12;7.42;1.98;10;4;8
"440236061";16;7.44;1.26;9;5;8
"440236169";8;8;2.39;10;3;8.5
"440236673";72;7.61;1.52;10;4;8
"440236703";36;8.03;1.42;10;5;8
"440236738";17;7.88;2.37;10;2;9
"440236819";13;7.08;1.44;9;5;7
"440237262";10;7.7;1.83;10;5;8.5
"440237688";14;9;1.18;10;7;9
"440241073";85;7.48;1.71;10;3;8
"440241162";17;7.47;1.97;10;3;8
"440241413";24;7.54;1.98;10;3;8
"440241537";42;7.64;1.51;10;3;8
"440343194";14;8.86;1.46;10;5;9
"440404193";16;8.62;1.63;10;5;9
"440414806";33;8.64;1.52;10;5;9
"440418321";12;8.92;0.9;10;8;9
"440439884";20;7.8;1.88;10;5;8.5
"440487617";15;7.87;1.64;10;5;8
"440498058";39;8.97;1.27;10;5;9
"440514428";15;7.93;1.16;9;5;8
"440940001";20;8.35;1.6;10;5;8.5
"440967694";18;8.44;1.42;10;6;8.5
"440998050";31;8.55;2.13;10;1;9
"441000916";19;7.58;1.54;10;5;8
"441001971";18;8.61;1.09;10;7;8.5
"441002935";18;8.06;1.66;10;5;8
"441003257";48;8.38;1.48;10;5;9
"441003745";20;8.65;0.99;10;7;8.5
"441004520";19;7.89;1.37;10;5;8
"441005241";17;8.59;1.42;10;5;9
"441005489";22;8.05;1.36;10;5;8
"441005748";15;7.93;1.71;10;5;8
"441008534";17;7.94;1.34;10;5;8
"441009239";15;8;1.51;10;5;8
"441010512";15;8.27;1.1;10;7;8
"441172695";17;8.06;1.25;10;6;8
"441172717";39;8.87;1.7;10;3;9
"441304834";32;7.5;2.06;10;2;8
"441569595";41;7.61;2.12;10;1;8
"441627404";11;8.27;2.15;10;4;9
"441783589";13;7.23;1.69;10;4;8
"441790348";33;8.67;1.69;10;3;9
"445406518";10;8.3;1.06;10;7;8
"446310786";107;9.13;1.33;10;4;10
"446322180";13;8.23;1.92;10;5;9
"446343455";14;7.14;2.21;10;3;8
"446350109";11;6.27;1.68;10;5;5
"446350982";12;8.33;1.44;10;5;9
"446359866";40;7.58;1.68;10;3;8
"446360589";16;6.62;1.09;8;5;7
"446360856";10;7.2;1.69;10;5;7
"446363251";22;7.23;2.16;10;2;7
"446364193";57;8.12;1.4;10;5;8
"446364495";15;7.93;1.91;10;2;8
"446364800";21;7.86;1.85;10;5;8
"446365386";25;8.76;1.48;10;5;9
"446387878";15;8.07;1.22;10;6;8
"446391301";18;8.06;1.7;10;4;8
"446394521";32;7.59;1.81;10;3;8
"446515078";16;6.62;1.89;8;1;7
"446516538";27;6.56;1.69;9;2;7
"446518581";9;6.44;2.13;10;3;7
"446519081";15;6;2.54;10;2;5
"446519138";27;7.78;1.76;10;5;8
"446520802";28;7.96;1.91;10;2;8
"446523569";15;8.73;1.33;10;7;9
"446525502";18;8.44;1.5;10;5;8.5
"446525537";18;7.83;1.89;10;3;8
"446525731";14;7.71;1.33;10;5;8
"446525804";12;7;1.95;10;4;7.5
"446527017";11;5.45;3.27;10;1;5
"446527033";24;7.21;1.72;10;5;8
"446527041";7;7.29;1.38;9;5;8
"446527165";19;7.47;1.71;10;4;8
"446527785";19;7.63;1.54;10;5;8
"446527793";12;8.42;2.31;10;2;9
"446530077";19;7.21;1.87;10;4;8
"446530387";14;7.5;1.22;10;5;7.5
"446530522";10;8.8;0.92;10;8;8.5
"446530891";15;7.53;1.41;10;5;8
"446531332";36;7.86;1.71;10;4;8
"446532231";53;8.34;1.48;10;5;8
"446532452";20;7.85;2.58;10;2;8.5
"446600253";9;8.33;1.73;10;5;9
"446600660";16;7.75;1.39;10;5;8
"446601241";42;8.12;1.42;10;5;8
"446602612";19;7.95;2.04;10;4;8
"446602620";19;8.16;1.57;10;5;9
"446603422";17;7.88;1.54;10;5;8
"446603589";17;7.76;1.71;10;5;8
"446603716";25;7.2;2.18;10;1;8
"446603929";22;7.18;1.76;10;4;7
"446604089";10;7.1;1.73;9;5;7.5
"446604232";12;7.25;1.82;10;5;7
"446604658";13;7.62;1.71;10;4;8
"446604666";33;7.97;1.49;10;5;8
"446604801";32;7.88;1.39;10;5;8
"446604844";24;7.42;1.91;10;2;8
"446605239";92;7.87;2.12;10;2;8
"446605409";23;8.09;1.56;10;4;8
"446605484";39;8.26;1.37;10;5;8
"446606189";40;8.25;1.3;10;5;8
"446606324";28;7.54;1.79;10;5;8
"446606383";15;7.73;1.49;10;4;8
"446606812";62;7.55;2.09;10;1;8
"446607193";26;7.46;1.45;9;5;8
"446607207";12;7.58;1.44;10;5;7.5
"446607657";53;7.53;1.95;10;1;8
"446607711";26;7.08;1.72;10;4;7.5
"446608262";12;8.5;1.51;10;5;8.5
"446608602";12;6.83;1.99;10;2;7
"446608815";38;7.68;1.63;10;3;8
"446608890";24;7.42;1.67;10;5;8
"446608955";62;7.53;2.03;10;3;8
"446609323";24;6.83;1.83;10;4;6
"446609404";31;7.42;1.65;10;4;7
"446609943";19;7.21;1.51;10;3;7
"446610038";83;7.73;1.68;10;3;8
"446610100";23;8.35;1.07;10;6;8
"446610178";13;6.54;2.9;10;1;7
"446610399";41;7.22;1.93;10;3;7
"446610542";28;7.39;1.71;10;4;7.5
"446611085";27;7.56;2.04;10;4;8
"446611212";44;7.57;1.76;10;3;8
"446611239";15;7.67;1.99;10;3;8
"446611611";14;8;0.96;10;6;8
"446611638";23;8;1.24;10;5;8
"446611778";24;8;1.89;10;3;8
"446611808";22;8;1.66;10;5;8
"446611867";47;7.26;1.93;10;1;7
"446611913";13;8.08;1.38;10;5;8
"446611921";14;7.71;1.73;10;5;7.5
"446612545";50;7.7;1.58;10;3;8
"446612790";53;7.57;1.75;10;3;8
"446613266";24;8.04;1.46;10;5;8
"446613436";19;8.11;1.33;10;6;8
"446613843";13;7.69;2.02;10;3;8
"446667900";24;7.33;1.69;10;5;7.5
"446670111";22;7.36;1.84;10;5;7
"446670251";44;7.66;1.7;10;3;8
"446671002";18;5.89;2.63;10;1;6
"446672211";140;8.26;1.45;10;4;8
"446673544";25;6.2;2.47;10;1;6
"446675059";30;8.33;1.35;10;5;8
"446676098";14;8.86;1.46;10;5;9.5
"446677450";25;8.32;1.84;10;3;9
"446678457";13;7.92;1.44;10;5;8
"446679364";20;7.5;1.24;10;4;8
"446679593";34;8;2.06;10;4;8
"448095017";15;7.67;1.8;10;5;8
"449002411";14;7.36;1.34;10;4;7
"449002632";14;7.71;1.2;9;5;8
"449003787";36;7.61;1.73;10;3;8
"449003795";37;7.22;1.47;10;3;7
"449003981";12;8.17;1.11;9;6;9
"449005615";46;8.7;1.52;10;4;9
"449005909";14;8;1.18;10;7;7.5
"449006522";21;7.71;1.65;10;5;8
"449006530";14;7.79;2.26;10;4;8
"449134482";11;6.91;1.76;9;4;8
"449149676";15;8.4;1.18;10;7;9
"449203794";15;8.07;1.49;10;5;8
"449204324";10;7.8;0.92;9;7;7.5
"449208672";14;7.93;1.86;10;4;8
"449212602";56;8.48;1.43;10;4;8.5
"449213447";16;8;2.1;10;2;8
"449213943";14;8.57;1.09;10;7;8
"449219364";36;8;1.26;10;5;8
"449219410";12;8.5;1.62;10;5;9
"449219461";37;7.57;1.32;10;5;8
"449221180";7;8.86;1.07;10;8;8
"449221482";32;8.12;1.52;10;3;8
"449221490";29;7.48;2.03;10;4;8
"449221504";29;7.48;1.6;10;4;7
"449221512";39;7.56;1.5;10;4;8
"449223604";31;7.9;1.27;10;5;8
"449223612";33;7.45;1.6;10;5;7
"449227421";15;7.53;1.68;9;4;8
"449907481";43;7.74;1.47;10;5;8
"449910237";9;7.11;1.17;9;6;7
"449910571";11;7.55;2.73;10;2;8
"449911004";11;7.36;1.69;9;5;8
"449911446";9;8.22;1.2;10;6;8
"449911519";31;8.52;1.59;10;3;9
"449912558";24;8.33;2.33;10;1;9
"451124340";16;8.69;1.08;10;7;9
"451132378";18;8.17;1.79;10;3;8
"451137965";28;7.82;1.42;10;4;8
"451142934";28;8.25;1.4;10;5;8
"451151259";20;8.1;1.48;10;4;8
"451153553";27;8.41;1.58;10;5;9
"451155750";19;7.58;1.46;10;5;7
"451156609";42;7.07;1.85;10;2;7
"451157443";12;7.17;1.53;9;5;8
"451160525";32;8.25;1.61;10;5;8.5
"451160916";11;7.91;1.64;10;5;8
"451161343";14;7.43;2.53;10;1;7.5
"451161351";23;7.65;1.77;10;4;8
"451162072";15;8.2;1.26;10;6;8
"451163524";28;8;1.7;10;5;8
"451163966";30;8.37;1.38;10;4;9
"451166582";21;8.43;1.4;10;5;9
"451166892";46;8.48;1.59;10;3;9
"451167317";42;7.57;1.67;10;3;8
"451167538";13;8.54;1.39;10;6;8
"451167716";19;8.58;1.3;10;5;9
"451167805";17;7.71;1.4;10;5;8
"451168615";18;7.78;1.52;10;5;8
"451169514";27;8.11;1.74;10;5;8
"451169522";25;7.84;1.7;10;4;8
"451169530";39;8.69;1.88;10;4;10
"451170385";26;7.77;1.63;10;4;8
"451172817";39;8.1;1.62;10;5;8
"451173139";14;6.79;2.08;10;4;6.5
"451173317";15;8.47;1.81;10;5;9
"451176464";39;7.08;1.69;10;4;7
"451177096";34;7.82;1.4;10;3;8
"451180232";27;7.89;1.67;10;5;8
"451180410";15;7.2;1.47;9;3;7
"451180429";12;6.92;1.83;10;5;7.5
"451181379";21;7.71;1.71;10;5;8
"451183665";29;6.69;1.65;10;3;7
"451184718";12;7.58;2.27;10;1;8
"451184963";43;7.79;1.67;10;3;8
"451186362";23;7.26;1.63;10;4;8
"451186923";10;8;1.49;10;5;8
"451188454";23;8.22;1.7;10;3;8
"451188462";27;7.19;2.09;10;2;7
"451188489";13;7.46;2.33;10;2;8
"451190491";26;8.5;1.68;10;4;9
"451190521";19;8.05;2.12;10;2;9
"451190548";22;7.91;2;10;2;8
"451190556";18;8.11;1.53;10;5;8
"451190564";18;8.61;1.24;10;6;8.5
"451190572";20;8.4;1.5;10;5;9
"451191013";18;7;2.11;10;2;8
"451191137";13;8.15;2.94;10;1;10
"451191145";27;8.19;1.86;10;3;9
"451191153";16;8.12;1.75;10;5;8.5
"451196716";11;7.64;1.8;10;5;8
"451197399";13;8.31;1.03;10;7;8
"451197747";17;6.94;1.98;10;3;7
"451202341";26;7.54;1.7;10;3;8
"451202503";13;7.77;1.64;10;4;8
"451203593";13;8.08;1.55;10;5;8
"451203771";30;8.13;1.59;10;5;8
"451203895";27;5.74;1.99;9;1;6
"451204530";17;7.53;2.21;10;3;8
"451204891";15;7.87;1.81;10;5;8
"451205421";16;7.62;1.89;10;4;8
"451206525";22;8.09;1.34;10;5;8
"451206673";14;8.21;1.42;10;6;8
"451207521";17;7.53;2.4;10;1;8
"451208765";20;7.35;1.93;10;4;7.5
"451209907";16;8;1.71;10;4;9
"451210743";15;8.2;0.94;10;7;8
"451403703";16;7.31;1.78;10;4;7
"451409973";16;7.5;1.55;10;5;7
"451410947";11;7.18;2.04;10;5;7
"451457811";7;8.14;1.35;10;6;8
"451523377";10;8.5;1.35;10;6;8.5
"451524934";54;8.89;1.18;10;6;9
"451526341";58;8.26;1.53;10;4;8
"452260116";33;7.21;2.19;10;2;8
"452262143";11;8.82;1.54;10;5;9
"452264464";42;7.64;2.37;10;1;8.5
"452266564";17;7.82;2.3;10;1;8
"452268060";17;7.71;1.1;10;5;8
"452269571";33;8.03;1.53;10;4;8
"452277337";11;7.09;1.22;9;5;7
"452278902";15;8.13;2.61;10;1;9
"452279178";20;8.4;2.06;10;5;9.5
"452280621";27;7.33;2.29;10;1;8
"452281032";10;8.4;1.58;10;5;8.5
"452281679";6;7.5;1.38;9;6;7.5
"452281725";9;8.11;1.36;10;6;8
"452281784";16;6.81;1.87;10;3;7
"452281881";15;7.8;2.18;10;2;8
"452281903";24;7.58;2.26;10;2;8
"452282152";127;7.83;1.55;10;4;8
"452282195";22;7.23;1.93;10;3;7
"452282829";60;6.98;2.08;10;2;8
"452283205";31;7.29;1.68;10;4;8
"452283442";26;7.73;1.61;10;3;8
"452284295";13;6.92;2.02;10;3;7
"452284449";32;7.94;1.22;10;5;8
"452284937";13;7.85;1.63;10;5;8
"515087122";12;7.17;1.59;10;4;7.5
"515090174";15;7;1.25;9;5;7
"515093203";15;7.13;1.13;9;5;7
"515093556";14;6.64;2.13;10;4;6.5
"515095826";18;6.83;1.86;9;1;7.5
"515102636";16;9;1.41;10;5;9.5
"515102652";17;6.88;1.83;10;3;7
"515114693";17;8.24;1.39;10;5;8
"515118559";10;7.2;1.69;10;4;7.5
"515118656";15;7.33;0.98;10;6;7
"515119784";15;7.8;1.08;10;6;8
"515120006";17;7.41;1.42;10;5;7
"515120618";23;8.04;1.52;10;5;8
"515120898";14;7.86;2.11;10;3;8
"515121843";24;7.71;1.52;10;5;8
"515122491";10;6.6;1.58;9;5;6
"515122734";23;8.52;1.27;10;5;9
"515124214";22;7.86;1.75;10;5;8
"515124893";10;7;1.89;10;5;6.5
"515126772";31;8.16;1.61;10;5;8
"515127221";15;8.13;1.55;10;5;8
"515127396";15;6.93;1.67;10;5;7
"515127833";19;7.63;1.3;10;5;8
"515128546";35;7.71;1.58;10;5;8
"515128554";39;8.03;1.83;10;5;8
"515129941";13;6.54;1.76;10;4;6
"515130044";11;7.45;1.21;9;5;8
"515130389";37;7.38;1.69;10;5;8
"515130966";12;7.08;1.16;9;5;7
"515131083";16;8.31;1.08;10;7;8
"515131229";58;8.05;1.92;10;1;9
"515132020";42;7.52;1.93;10;3;8
"515132136";10;6.7;1.49;9;4;7
"515132187";23;7.61;1.8;10;5;8
"515132268";14;7.29;1.82;10;5;7.5
"515133302";18;7.5;1.79;10;3;8
"515133639";13;7.38;1.61;9;5;7
"515133876";17;7.94;1.92;10;5;8
"515133973";27;8;1.47;10;5;8
"515134279";11;7.64;1.29;9;5;8
"515134384";11;7.18;1.08;9;5;7
"515135062";25;8;1.53;10;5;8
"515135739";24;7.92;1.82;10;5;8
"515136379";29;8.1;1.61;10;5;8
"515136530";30;8.77;1.72;10;5;10
"515137111";14;8.14;1.66;10;4;9
"517122707";18;7.94;2.24;10;2;8.5
"517149257";12;9.17;0.94;10;7;9
"525941908";19;6.95;2.15;10;1;7
"525945725";10;7.8;2.35;10;3;8
"525945938";9;7.44;1.33;10;6;7
"525946233";13;8.54;1.45;10;5;9
"525946829";22;7.55;1.74;10;5;8
"525947299";24;8.25;1.75;10;4;9
"525947647";32;8.44;1.81;10;1;9
"552143774";14;7.43;0.85;9;6;7.5
"552996009";20;8.1;1.74;10;4;8.5
"552996181";13;7.77;1.09;10;6;8
"552998001";13;8.08;1.38;10;5;8
"552998486";20;7.85;1.95;10;2;8
"552999458";9;8;1.32;10;5;8
"552999954";8;7.12;1.64;10;5;7
"553096060";16;7;1.41;10;5;7
"553099558";14;7.21;1.76;10;5;7
"553106643";11;7.64;2.29;10;3;8
"553208845";26;8.69;1.19;10;7;9
"553210092";18;7.11;1.81;10;3;7.5
"553210793";15;8.27;1.39;10;5;8
"553211404";25;8.56;1.42;10;6;9
"553212451";14;8.43;1.83;10;5;9
"553212478";18;8.33;1.41;10;5;8.5
"553212583";11;8.64;1.12;10;7;8
"553213105";24;8.29;2.16;10;2;9
"553213148";29;8.9;1.68;10;5;10
"553213172";14;8.64;1.78;10;5;9.5
"553213180";15;8.6;1.64;10;5;9
"553213695";10;7.3;2.67;10;3;7.5
"553250426";49;8.45;1.72;10;1;8
"553250531";37;8.14;1.65;10;5;8
"553258001";20;8;1.62;10;5;8
"553260111";41;7.61;2.52;10;1;8
"553262505";21;7.81;1.57;10;4;8
"553263226";16;7.5;2.1;10;5;6.5
"553265741";22;7.86;2.05;10;4;8
"553268449";13;7.62;2.02;10;3;8
"553268880";37;8.03;1.64;10;5;8
"553271636";31;7.77;1.36;10;5;8
"553272535";43;8.58;1.5;10;5;9
"553272837";18;6.83;2.36;10;1;7
"553273914";33;8.42;1.23;10;6;8
"553274295";31;8.71;1.75;10;3;9
"553274325";10;9.3;0.67;10;8;9
"553274503";23;8.3;1.43;10;5;8
"553275976";28;7.11;1.85;10;2;7
"553277472";35;7.89;1.79;10;3;8
"553277537";16;8.88;1.45;10;5;9
"553278223";19;8.16;2.03;10;2;9
"553278274";10;7.9;2.02;10;5;7.5
"553278355";17;8.06;2.08;10;2;9
"553278592";14;7.93;1.59;10;5;8
"553279378";32;8.16;1.42;10;5;8
"553279556";33;8.24;1.37;10;5;8
"553279912";58;7.59;1.69;10;1;7
"553280341";45;7.82;1.32;10;5;8
"553280368";27;8.33;1.18;10;6;8
"553280414";28;7.46;1.9;10;3;8
"553280589";11;8.18;1.54;10;5;8
"553280945";26;8.19;1.65;10;5;8
"553282476";15;7.2;1.42;10;5;7
"553283685";13;8.23;1.64;10;6;9
"553284789";34;7.88;1.43;10;5;8
"553287346";9;7.67;1.22;9;5;8
"553287737";13;8;1.83;10;5;8
"553289411";28;7.5;2.03;10;3;7.5
"553289691";21;7.33;1.8;10;3;8
"553292722";24;6.92;1.61;10;4;7
"553293354";17;8.12;2.52;10;2;9
"553294385";12;8;2.04;10;3;8.5
