"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"385474016";38;7.74;1.67;10;5;8
"385474547";30;7.7;1.42;10;5;8
"385475721";18;7.89;1.57;10;5;8
"385475772";23;7.35;1.53;10;5;8
"385479565";11;8.09;1.22;10;7;8
"385480016";39;8.05;1.54;10;5;8
"385482388";12;8.5;1.57;10;5;9
"385484518";18;7.56;1.25;10;5;7.5
"385486804";82;8.49;1.76;10;3;9
"385490445";51;8.04;1.44;10;4;8
"385490992";24;8.29;1.23;10;5;8
"385492081";31;7.26;1.79;10;4;7
"385493800";53;8.45;1.25;10;5;9
"385494246";27;7.44;2.01;10;3;8
"385496095";17;6.94;1.64;9;3;7
"385497466";8;8.12;1.89;10;5;8
"385498721";33;7.15;1.94;10;3;8
"385498802";17;8.29;1.69;10;3;8
"385502532";35;7.83;1.29;10;5;8
"385503822";27;7.63;1.42;10;4;8
"385503857";49;7.45;1.78;10;3;8
"385503954";12;8.42;1.62;10;4;9
"385504209";20;7.65;1.31;10;5;8
"385504470";238;8.57;1.58;10;1;9
"385505833";9;8.67;0.71;10;8;9
"385507593";58;7.31;1.67;10;4;7
"385508042";17;7.82;1.01;10;6;8
"385508417";40;7.45;1.65;10;3;8
"385509456";14;7;2.08;10;4;7
"385509510";16;8.88;1.02;10;7;9
"385510438";20;8.35;1.93;10;3;9
"385511612";41;8.54;1.43;10;5;9
"385512104";37;6.49;2.14;10;1;6
"385720106";30;8.33;1.4;10;4;8
"385720467";55;6.8;1.52;10;4;7
"385720920";9;6;2.24;8;2;7
"385720955";18;8.11;1.6;10;5;8
"385721420";24;6.79;1.72;10;3;7
"385722192";28;7.21;1.83;10;1;7
"385722206";15;7.6;1.92;10;2;8
"385722435";66;8.06;1.21;10;5;8
"385729332";24;8.08;1.14;10;5;8
"385729340";21;7.9;1.55;10;5;8
"385730586";19;9.05;0.97;10;7;9
"393050939";37;8.35;1.3;10;5;8
"393312836";11;9.18;0.98;10;7;9
"393317552";18;8.28;2.08;10;3;9
"393319296";18;8.11;1.84;10;4;9
"394404289";19;7.63;1.98;10;3;8
"394758285";11;9.09;1.14;10;7;10
"394800168";9;8.78;1.09;10;7;9
"394820371";16;9.19;1.33;10;5;10
"395083567";28;8.32;1.79;10;5;9
"395977894";9;8.44;1.67;10;5;9
"399133143";9;8.33;1;10;7;8
"399141146";16;6.88;1.75;10;5;6.5
"399141464";17;7.82;2.13;10;2;8
"399142282";10;7.7;1.57;9;5;8
"399142789";19;6.42;2.52;10;2;6
"399142851";8;7.62;2.26;10;5;8.5
"399143947";20;7.9;1.55;10;4;8
"399144463";18;8.28;1.9;10;5;9
"399145087";46;6.85;2.66;10;1;7
"399145672";26;8;1.33;10;5;8
"399145885";10;7.4;1.26;10;5;7
"399145923";5;8;1;9;7;8
"399145990";13;8.38;1.61;10;6;8
"399146008";13;7.69;0.85;9;7;7
"399146253";15;7.27;1.75;9;4;8
"399146431";17;7.47;1.28;9;5;8
"399147128";30;8.23;1.41;10;3;8.5
"399147195";11;7.82;1.6;10;5;8
"399147284";27;7.78;1.83;10;2;8
"399148027";14;7.93;1.27;10;5;8
"399148248";22;7.77;1.45;10;4;8
"399148639";11;8.64;1.69;10;5;9
"399149155";15;8;1.56;10;5;8
"399149325";32;8.38;1.29;10;5;8.5
"399149392";27;6.63;1.94;10;3;7
"399149848";14;8.57;1.74;10;5;9
"399150439";18;8.61;1.97;10;4;10
"399150897";12;8.42;1.31;10;7;8
"399151648";29;7.03;1.76;10;3;7
"399501487";9;7.89;1.83;10;5;8
"413537900";65;7.92;1.66;10;3;8
"425083837";16;8.25;1;10;7;8
"425092917";26;8.54;1.21;10;6;9
"425097609";15;7.8;1.21;9;6;8
"425097722";12;7.5;1.68;10;5;8
"425101452";12;7.75;1.48;10;5;8
"425104346";12;7.75;1.76;10;5;8
"425105334";13;8.15;1.72;10;6;8
"425107469";18;8.67;1.53;10;5;9
"425109720";33;8.18;1.57;10;5;9
"425113884";21;8.14;1.53;10;5;8
"425115801";13;7.85;1.91;10;5;8
"425116840";21;8.14;1.71;10;5;8
"425118703";27;7.41;1.45;10;5;8
"425119653";14;7.43;1.55;10;4;7.5
"425120279";16;7.44;1.41;10;4;7.5
"425121259";12;7.58;1.98;10;5;8
"425121631";23;7.52;1.31;10;5;8
"425122123";12;7.33;2.02;10;3;8
"425124347";24;7.75;1.22;10;5;8
"425128164";23;7.96;1.61;10;4;8
"425129586";26;6.96;1.91;10;2;7
"425130215";20;8;1.59;10;5;8
"425130711";11;7.82;1.47;10;5;8
"425132048";15;7.73;1.62;10;5;8
"425132951";19;7.79;1.36;10;5;8
"425133516";18;7.11;1.64;10;5;7
"425133540";12;8;1.35;10;5;8
"425136981";18;7.33;2.17;10;1;8
"425137562";21;7.29;2.15;10;1;8
"425140032";12;7.92;1.38;10;5;8
"425141233";19;7.21;2.1;10;2;8
"425142485";14;8.29;1.68;10;5;8.5
"425143325";17;7.12;2.42;10;3;8
"425144429";31;7.68;1.45;10;5;8
"425145638";32;7.41;1.74;10;4;7
"425146413";10;7;1.89;10;5;7.5
"425147363";14;8.14;1.51;10;5;8
"425147517";12;6.83;1.95;10;4;7
"425147584";16;7.56;1.5;10;5;7.5
"425147622";21;7.29;1.9;10;3;8
"425148297";48;8.06;1.58;10;5;8
"425150143";12;7.42;3.15;10;1;8.5
"425150984";17;6.71;1.53;10;4;7
"425151867";12;8.08;1.98;10;4;8
"425151875";19;7.21;1.75;10;5;7
"425152251";8;6.88;1.89;10;4;7
"425152898";41;7.37;2.12;10;3;8
"425153975";13;8.23;1.74;10;5;9
"425154092";21;8.24;1.3;10;6;8
"425155404";55;7.75;1.66;10;3;8
"425155943";24;6.92;1.82;10;4;7
"425158594";15;7.73;1.03;9;5;8
"425158616";15;6.07;2.49;10;2;6
"425158632";27;8;1.59;10;5;8
"425158640";16;7.5;1.9;10;4;8
"425161242";13;8;1.15;10;6;8
"425161722";18;7.39;2.23;10;2;8
"425162443";12;6.5;1.73;9;4;6.5
"425162788";29;7.83;1.58;10;3;8
"425163385";12;6.17;1.11;8;4;6
"425163407";17;7.29;1.26;10;5;7
"425166619";35;7.91;1.7;10;4;8
"425167313";17;6.88;2.23;10;2;7
"425167720";37;7.03;1.95;10;1;7
"425168298";11;7.27;1.95;10;4;8
"425169693";18;7.72;1.07;10;6;8
"425169863";17;7.82;1.55;10;5;8
"425170349";35;8.26;1.48;10;4;9
"425172546";16;7.38;1.59;9;5;8
"425172996";25;7.24;1.51;10;5;7
"425174271";14;7.71;1.68;10;5;8
"425175405";21;7.57;1.54;10;5;8
"425177173";42;7.71;1.35;10;5;8
"425178102";25;7.52;1.33;10;5;8
"425178579";18;7.39;1.85;10;3;8
"425178765";15;7.73;1.83;10;5;8
"425178951";25;7.28;1.37;10;5;7
"425179613";15;7.47;1.46;9;5;8
"425179672";12;8;1.54;10;6;8
"425179885";16;7.12;2.19;10;2;7
"425180638";24;6.96;1.49;10;4;7
"425180964";45;7.31;1.72;10;4;7
"425181103";26;7.5;2.02;10;1;8
"425181111";10;7.5;2.46;10;2;8
"425181464";8;8.25;1.28;10;7;8
"425181685";18;7.61;1.94;10;4;8
"425182878";13;7.23;2.28;10;3;8
"425182886";30;7.57;1.45;10;5;8
"425182908";13;7.85;1.34;10;5;8
"425183971";35;5.2;2.15;10;1;5
"425184129";21;7.81;1.94;10;4;8
"425184226";15;6.93;2.15;10;3;7
"425184943";15;7.73;1.91;10;3;8
"425185710";15;7.27;1.49;9;4;8
"425188787";22;7.41;1.94;10;3;8
"425189031";16;7.69;1.62;10;4;8
"425189864";17;7.76;2.05;10;5;8
"425190641";15;7.67;1.59;10;5;8
"425191184";12;7.25;1.91;10;4;7
"425191583";13;7.23;1.88;10;5;7
"425192725";17;8.24;1.99;10;5;9
"425192733";30;7.7;1.73;10;5;8
"439064864";17;6.47;2.35;10;2;7
"439064872";77;8.94;1.45;10;5;10
"439136350";102;8.92;1.25;10;5;9
"439136369";86;9.29;1.12;10;5;10
"439139597";74;8.97;1.39;10;5;10
"439139600";82;9.3;1.26;10;3;10
"439404371";60;9.15;1.25;10;5;10
"439425220";21;8.05;1.47;10;5;8
"440108268";19;9.89;0.32;10;9;10
"440111811";17;8.12;2.18;10;2;9
"440122090";11;7.36;2.01;10;5;8
"440127793";20;8;1.81;10;4;8.5
"440131480";19;7.74;1.59;10;5;8
"440178002";8;8.25;1.28;10;6;8.5
"440180295";17;8.47;1.5;10;5;8
"440200563";38;8.29;1.68;10;4;8.5
"440200989";15;7.2;1.78;9;5;8
"440201926";20;7.3;2.11;10;2;7
"440202043";15;7.07;1.67;10;5;7
"440204194";19;8.53;1.74;10;4;9
"440204208";18;7.56;1.72;10;5;8
"440204887";10;7;1.49;10;4;7
"440206154";26;8.42;1.98;10;3;9
"440207770";76;8.03;1.51;10;4;8
"440211263";13;6.77;1.74;10;3;7
"440211727";41;8.15;1.49;10;5;8
"440212359";101;7.91;1.67;10;2;8
"440212561";12;7.25;1.42;10;5;7.5
"440213029";50;8.54;2.17;10;1;9
"440213282";11;7.09;1.3;10;6;7
"440213290";13;8.23;1.42;10;5;8
"440213525";14;7.64;1.22;10;6;8
"440214041";79;7.68;1.64;10;3;8
"440215625";82;7.74;1.73;10;4;8
"440216745";41;8.9;1.3;10;5;9
"440217490";10;7;2.11;10;4;7.5
"440217520";11;7.55;1.51;9;5;8
"440217547";18;7.61;2.03;10;3;8.5
"440217563";19;7.11;1.85;10;5;7
"440218535";31;8.61;1.36;10;5;9
"440219078";10;7.6;1.35;10;5;7.5
"440220424";35;8.71;1.78;10;5;9
"440220602";18;8.78;1.17;10;5;9
"440220653";71;7.28;1.55;10;2;8
"440221099";14;7.79;1.63;10;5;8
"440221315";11;7.36;1.5;10;5;7
"440221471";15;7.87;1.96;10;4;8
"440221595";78;7.95;1.49;10;4;8
"440222028";24;7.79;1.32;10;5;8
"440222656";4;7.25;2.87;9;3;8.5
"440223202";72;7.57;1.78;10;3;8
"440224594";30;8.3;1.32;10;6;8
"440224624";17;7.12;2.09;10;3;8
"440224675";29;7.17;1.47;10;5;7
"440224705";59;7.07;2.02;10;2;7
"440224764";17;7;1.7;10;3;7
"440224780";62;7.66;1.53;10;5;8
"440224837";16;7.94;1.95;10;5;8
"440224853";13;7.85;2.12;10;4;8
"440225299";14;7.21;2.04;10;4;7
"440225701";11;7.18;1.89;10;4;7
"440225817";63;7.51;1.73;10;3;8
"440225825";11;6.55;1.37;8;5;7
"440226104";15;7.47;1.55;10;5;8
"440226430";52;7.4;1.74;10;3;7
"440234743";97;7.59;1.75;10;3;8
"440235162";85;7.69;1.63;10;4;8
"440235502";28;7.82;1.89;10;4;8
"440235596";14;8.64;1.45;10;5;9
"440236053";34;7.5;1.66;10;4;7
"440236061";13;7.15;2.03;10;4;8
"440236169";17;7.47;1.28;9;5;8
"440236673";11;7.27;2.24;10;2;8
"440236703";73;7.66;1.48;10;4;8
"440236738";37;7.92;1.57;10;3;8
"440236819";23;7.91;2.09;10;2;9
"440237262";13;7.31;1.38;9;5;7
"440237688";7;7.57;2.15;10;5;9
"440241073";18;8.89;1.28;10;6;9
"440241162";78;7.36;1.57;10;3;8
"440241413";17;7.82;2.13;10;1;8
"440241537";19;7.74;2.18;10;3;8
"440343194";54;7.54;1.76;10;2;8
"440404193";17;9.12;1.41;10;5;10
"440414806";14;8.36;1.65;10;5;8.5
"440418321";38;8.84;1.44;10;5;9
"440439884";14;9.07;0.92;10;8;9
"440487617";20;7.85;1.84;10;5;8.5
"440498058";19;8.37;1.64;10;5;9
"440514428";35;8.97;1.27;10;5;9
"440940001";12;7.92;1.31;10;5;8
"440967694";23;8.78;1.38;10;5;9
"440998050";17;8.88;1.22;10;6;9
"441000916";37;8.43;2.18;10;1;9
"441001971";21;8;1.48;10;5;8
"441002935";17;8.53;1.07;10;7;8
"441003257";22;8.27;1.67;10;5;8.5
"441003745";45;8.24;1.51;10;5;9
"441004520";20;8.2;1.36;10;5;8
"441005241";19;8.37;1.3;10;6;8
"441005489";18;8;1.33;10;5;8
"441005748";21;8.19;1.36;10;5;8
"441008534";14;7.71;1.59;10;5;8
"441009239";17;7.88;1.27;10;5;8
"441010512";13;7.77;1.64;10;5;8
"441172695";16;8.31;1.3;10;6;8
"441172717";19;8.26;1.33;10;6;8
"441304834";32;9.5;0.72;10;8;10
"441569595";33;7.3;2.17;10;2;7
"441627404";37;7.68;2.2;10;1;8
"441783589";13;7.85;2.23;10;4;8
"441790348";12;7.67;1.61;10;5;8
"445406518";40;8.4;1.74;10;3;9
"446310786";16;7.75;1.48;10;5;8
"446322180";100;8.97;1.41;10;4;10
"446343455";13;7.92;1.85;10;5;8
"446350109";14;7;2.18;10;3;8
"446350982";11;6;1.26;8;5;5
"446359866";14;7.79;1.72;10;5;8.5
"446360589";37;7.57;1.71;10;3;8
"446360856";17;6.59;1.33;10;5;7
"446363251";11;6.82;1.33;9;5;7
"446364193";23;7;2.13;10;2;7
"446364495";56;8.07;1.51;10;4;8
"446364800";16;7.75;2.11;10;2;8
"446365386";25;7.92;1.75;10;5;8
"446387878";21;9;1.26;10;5;9
"446391301";12;8.08;1.24;10;6;8
"446394521";17;7.71;1.61;10;4;8
"446515078";34;7.62;1.84;10;3;7.5
"446516538";15;7.2;1.42;10;5;8
"446518581";28;6.36;2.15;10;2;7
"446519081";13;5.62;2.06;10;3;5
"446519138";17;6.06;2.66;10;2;6
"446520802";30;7.73;1.8;10;5;8
"446523569";30;7.8;1.9;10;2;8
"446525502";19;8.53;1.39;10;6;9
"446525537";15;8.87;1.13;10;7;9
"446525731";19;7.63;1.57;10;5;8
"446525804";9;8.33;0.87;10;7;8
"446527017";12;7.25;1.86;10;4;8
"446527033";9;6;3;8;1;8
"446527041";20;7.2;1.74;10;5;7.5
"446527165";11;7.27;1.1;9;5;7
"446527785";14;7.43;1.83;10;4;7
"446527793";20;7.5;1.79;10;4;8
"446530077";21;8.38;1.99;10;2;9
"446530387";19;7.32;1.86;10;4;8
"446530522";13;7.46;1.27;10;5;7
"446530891";15;8.93;1.16;10;6;9
"446531332";15;7.8;1.47;10;5;8
"446532231";36;7.83;1.54;10;4;8
"446532452";49;8.24;1.36;10;5;8
"446600253";18;7.56;2.59;10;2;8
"446600660";12;7.92;2.02;10;4;8
"446601241";14;7.86;1.1;10;6;8
"446602612";43;8.14;1.41;10;5;8
"446602620";18;8;1.81;10;4;8
"446603422";23;7.87;1.63;10;5;8
"446603589";16;7.94;1.57;10;5;8
"446603716";20;7.9;1.41;10;5;8
"446603929";19;7.58;1.35;10;4;8
"446604089";19;6.79;2.39;10;1;7
"446604232";11;7.18;1.66;9;5;8
"446604658";11;7.36;1.63;10;5;7
"446604666";18;7.61;1.58;10;4;8
"446604801";30;8.13;1.25;10;5;8
"446604844";33;7.67;1.24;10;5;8
"446605239";26;7.38;1.96;10;2;8
"446605409";86;7.95;2.03;10;3;8
"446605484";22;8;1.63;10;4;8
"446606189";42;8.4;1.31;10;5;8
"446606324";40;8.22;1.48;10;4;8
"446606383";28;7.39;1.64;10;5;7.5
"446606812";16;7.38;1.67;10;4;8
"446607193";64;7.45;2.11;10;1;8
"446607207";26;7.62;1.44;10;5;8
"446607657";9;7.78;1.39;10;5;8
"446607711";55;7.42;2.11;10;1;8
"446608262";25;7.4;1.68;10;5;8
"446608602";14;8.71;1.07;10;7;9
"446608815";13;6.77;1.96;10;2;7
"446608890";36;7.5;1.78;10;2;8
"446608955";22;7.45;1.68;10;5;7.5
"446609323";66;7.68;1.91;10;3;8
"446609404";29;6.97;1.7;10;4;7
"446609943";35;7.46;1.82;10;3;8
"446610038";15;7.67;1.18;10;5;8
"446610100";86;7.7;1.62;10;4;8
"446610178";24;7.96;1.37;10;5;8
"446610399";9;6.56;3.4;10;1;8
"446610542";48;7.33;1.71;10;4;7
"446611085";26;7.27;1.85;10;3;8
"446611212";31;7.65;1.99;10;4;8
"446611239";49;7.69;1.77;10;3;8
"446611611";15;7.87;2.1;10;3;9
"446611638";13;8;1.08;10;6;8
"446611778";18;7.83;1.29;10;5;8
"446611808";22;7.91;2.02;10;3;8.5
"446611867";20;8.05;1.76;10;5;7.5
"446611913";42;7.62;1.86;10;1;8
"446611921";14;8.29;1.44;10;5;8
"446612545";18;8.06;1.55;10;5;8
"446612790";45;7.71;1.49;10;3;8
"446613266";48;7.71;1.76;10;4;8
"446613436";24;7.92;1.44;10;5;8
"446613843";18;8.17;1.58;10;5;9
"446667900";14;7.5;1.83;10;3;7.5
"446670111";23;7.3;1.69;10;5;8
"446670251";23;7.91;1.81;10;5;8
"446671002";45;7.62;1.68;10;3;8
"446672211";20;5.9;2.51;10;1;6
"446673544";147;8.1;1.52;10;4;8
"446675059";31;6.16;2.42;10;1;7
"446676098";31;8.32;1.22;10;6;8
"446677450";14;8.07;2.09;10;3;8
"446678457";19;8.53;1.93;10;3;9
"446679364";10;7.9;1.37;9;5;8.5
"446679593";16;7.69;1.49;10;4;8
"448095017";36;7.78;2.21;10;2;8
"449002411";15;7.8;1.82;10;5;8
"449002632";12;7.42;1.24;10;5;7
"449003787";17;7.76;1.48;10;5;8
"449003795";30;7.3;1.86;10;3;7
"449003981";42;7.17;1.51;10;3;7
"449005615";10;8.1;1.1;9;6;8.5
"449005909";51;8.71;1.45;10;4;9
"449006522";16;8.12;1.2;10;7;8
"449006530";27;7.63;1.5;10;5;8
"449134482";15;7.53;2.5;10;3;8
"449149676";14;7.29;1.2;9;5;7.5
"449203794";19;7.89;2.05;10;1;8
"449204324";15;7.73;1.87;10;5;8
"449208672";9;7.56;0.88;9;7;7
"449212602";15;7.53;1.73;10;4;8
"449213447";54;8.63;1.25;10;5;9
"449213943";15;7.93;1.94;10;2;8
"449219364";12;8.75;1.22;10;7;8.5
"449219410";35;8.03;1.2;10;5;8
"449219461";16;8.12;1.71;10;5;8.5
"449221180";38;7.71;1.21;10;5;8
"449221482";9;8.67;1;10;8;8
"449221490";35;8.14;1.65;10;3;8
"449221504";32;7.81;1.84;10;4;8
"449221512";26;7.65;1.44;10;5;8
"449223604";36;7.58;1.2;10;5;8
"449223612";27;7.81;1.3;10;5;8
"449227421";30;7.53;1.55;10;5;7
"449907481";14;7.14;2.14;10;3;7.5
"449910237";42;7.64;1.62;10;3;8
"449910571";10;6.5;1.35;9;4;6
"449911004";10;7.8;2.3;10;3;8
"449911446";10;7.8;1.75;10;5;8.5
"449911519";12;8.08;1.16;10;6;8
"449912558";30;8.3;1.56;10;3;8.5
"451124340";20;8.5;1.82;10;3;9
"451132378";14;8.64;1.01;10;7;9
"451137965";16;8.62;1.36;10;6;8.5
"451142934";20;7.85;1.66;10;4;8
"451151259";27;8.11;1.31;10;5;8
"451153553";20;8.4;1.54;10;4;8.5
"451155750";25;8.16;1.62;10;5;8
"451156609";16;7.69;1.35;10;5;7.5
"451157443";43;7.42;1.61;10;3;7
"451160525";16;7;1.9;10;4;8
"451160916";32;8.03;1.56;10;5;8
"451161343";13;7.92;1.55;10;5;8
"451161351";13;7.46;2.26;10;1;8
"451162072";23;7.48;1.88;10;4;8
"451163524";13;7.92;1.55;10;6;8
"451163966";31;8.32;1.56;10;5;9
"451166582";32;8.41;1.34;10;4;9
"451166892";20;8.2;1.54;10;5;9
"451167317";41;8.63;1.5;10;5;9
"451167538";43;7.51;1.84;10;3;8
"451167716";15;8.07;1.98;10;5;9
"451167805";24;8.58;1.21;10;5;9
"451168615";19;7.68;1.45;10;5;7
"451169514";19;8.21;1.4;10;6;8
"451169522";23;7.65;1.8;10;4;8
"451169530";28;7.86;1.74;10;4;8
"451170385";37;8.24;2.02;10;4;9
"451172817";23;8.04;1.77;10;4;8
"451173139";41;7.95;1.63;10;5;8
"451173317";16;7.12;1.82;10;4;7
"451176464";17;8.35;1.8;10;5;9
"451177096";46;7.26;1.73;10;4;7
"451180232";27;7.89;1.55;10;3;8
"451180410";23;8.09;1.59;10;5;8
"451180429";16;6.81;1.64;9;3;7
"451181379";10;7.2;1.75;10;5;7.5
"451183665";22;7.68;1.67;10;5;8
"451184718";31;6.87;1.86;10;3;7
"451184963";11;7.36;2.25;9;1;8
"451186362";44;7.82;1.94;10;3;8
"451186923";20;7.4;1.76;10;4;8
"451188454";10;8;1.49;10;5;8
"451188462";24;8.33;1.66;10;3;8.5
"451188489";27;7.22;2.19;10;2;7
"451190491";16;7.31;2.63;10;2;8
"451190521";28;8.61;1.66;10;4;9
"451190548";20;7.75;2.05;10;2;8
"451190556";25;7.96;1.93;10;2;8
"451190564";19;8.32;1.29;10;6;8
"451190572";16;9;1.15;10;7;9.5
"451191013";19;8.11;1.7;10;5;8
"451191137";15;6.2;2.43;9;2;7
"451191145";14;7.93;2.79;10;1;8.5
"451191153";23;8.17;1.9;10;3;9
"451196716";13;8.31;1.55;10;5;9
"451197399";10;7.6;1.9;10;5;7.5
"451197747";15;7.93;1.39;10;5;8
"451202341";22;7.18;1.84;10;3;7.5
"451202503";21;7.43;1.75;9;3;8
"451203593";15;7.87;1.64;10;4;8
"451203771";14;8;1.62;10;4;8
"451203895";31;7.65;1.62;10;5;8
"451204530";24;5.92;1.82;9;2;6
"451204891";21;7.67;2.18;10;3;8
"451205421";15;7.8;1.78;10;5;8
"451206525";17;7.41;1.84;10;4;8
"451206673";21;7.81;1.91;10;2;8
"451207521";14;8.14;1.46;10;6;8
"451208765";17;7.06;2.3;10;1;7
"451209907";16;7.62;2;10;4;8
"451210743";18;7.39;1.61;10;4;8
"451403703";17;8.12;0.86;10;7;8
"451409973";13;8;1.63;10;5;8
"451410947";18;7.72;1.32;10;6;8
"451457811";10;7.5;2.01;10;5;7.5
"451523377";12;8.08;1.08;10;6;8
"451524934";8;8;1.41;10;6;8
"451526341";58;8.93;1.17;10;6;9
"452260116";49;8.24;1.56;10;4;9
"452262143";32;7.34;2.19;10;2;8
"452264464";17;8.24;1.82;10;5;8
"452266564";39;8.03;1.94;10;2;9
"452268060";18;7.56;2.12;10;3;8
"452269571";19;7.32;1.2;9;4;8
"452277337";31;8.29;1.47;10;4;8
"452278902";9;6.56;1.42;9;5;7
"452279178";14;7.93;2.62;10;1;9
"452280621";20;8.8;1.82;10;5;10
"452281032";25;7.36;2.4;10;1;8
"452281679";13;8.54;1.39;10;5;9
"452281725";8;7.38;1.41;10;6;7
"452281784";9;8.11;0.93;10;7;8
"452281881";14;7;1.92;10;3;7
"452281903";17;7.82;1.91;10;2;8
"452282152";23;7.61;2.35;10;2;8
"452282195";120;7.97;1.47;10;4;8
"452282829";26;7.35;1.9;10;3;7.5
"452283205";60;6.87;1.94;10;2;7.5
"452283442";29;7.17;1.54;10;4;8
"452284295";22;7.64;1.73;10;3;8
"452284449";11;6.82;2.04;9;3;7
"452284937";34;8.03;1.36;10;5;8
"515087122";9;7.44;1.81;10;5;7
"515090174";12;7.42;1.83;10;4;7.5
"515093203";15;7.47;1.41;10;5;8
"515093556";17;7.12;1.11;9;5;7
"515095826";11;7.09;1.81;10;4;7
"515102636";19;6.84;1.86;9;1;7
"515102652";16;8.62;1.41;10;5;9
"515114693";16;7.06;1.73;10;3;7
"515118559";17;8.12;1.22;10;5;8
"515118656";12;7.67;2.15;10;4;8
"515119784";15;7.6;1.06;10;6;8
"515120006";18;7.61;1.2;10;5;8
"515120618";15;7.33;1.59;10;5;7
"515120898";18;7.89;1.53;10;5;8
"515121843";15;7.87;2.1;10;3;8
"515122491";25;7.92;1.41;10;5;8
"515122734";12;7.5;1.57;10;5;8
"515124214";18;8.61;1.14;10;6;8.5
"515124893";18;7.83;1.72;10;5;8
"515126772";11;7.27;1.79;10;5;8
"515127221";39;8.08;1.71;10;5;8
"515127396";17;7.88;1.69;10;5;8
"515127833";13;6.85;1.57;10;5;7
"515128546";21;7.48;1.75;10;4;7
"515128554";41;8.12;1.55;10;5;9
"515129941";41;8.02;1.92;10;5;9
"515130044";13;6.08;1.55;8;4;6
"515130389";15;7.47;1.19;9;5;8
"515130966";36;7.22;1.68;10;5;7.5
"515131083";17;7.24;1.35;9;5;7
"515131229";16;8.19;1.22;10;6;8
"515132020";61;8.13;1.83;10;1;9
"515132136";46;7.96;1.79;10;4;8.5
"515132187";13;6.69;1.25;8;4;7
"515132268";24;7.38;2;10;3;7
"515133302";14;7.29;1.68;10;5;7.5
"515133639";14;7.64;1.82;10;4;8
"515133876";16;7.81;1.6;10;5;8
"515133973";15;8.27;1.58;10;5;8
"515134279";27;7.85;1.61;10;5;8
"515134384";13;7.77;1.3;9;5;8
"515135062";15;6.93;1.28;9;4;7
"515135739";32;8;1.32;10;5;8
"515136379";22;8.09;1.9;10;5;8
"515136530";31;7.87;1.8;10;4;8
"515137111";33;8.48;1.79;10;5;9
"517122707";20;7.7;2.25;10;1;8
"517149257";16;8.12;2;10;2;9
"525941908";10;9;1.7;10;5;10
"525945725";18;6.78;2.02;10;1;7
"525945938";10;7.8;2.25;10;3;8
"525946233";15;7.33;1.5;10;5;7
"525946829";12;7.75;2.05;10;5;8.5
"525947299";18;7.67;1.41;10;5;8
"525947647";17;8.47;1.59;10;6;9
"552143774";37;8.35;1.8;10;1;9
"552996009";15;7.8;0.86;10;7;8
"552996181";15;7.87;1.68;10;4;8
"552998001";13;7.15;1.28;9;5;7
"552998486";14;7.64;1.6;10;5;8
"552999458";19;7.95;1.96;10;2;8
"552999954";7;8;1.53;10;5;8
"553096060";7;7.43;1.51;10;5;7
"553099558";11;7.45;1.51;10;5;7
"553106643";13;7.54;1.94;10;5;7
"553208845";14;7.57;2.44;10;3;8.5
"553210092";24;8.83;1.17;10;7;9
"553210793";15;7;2;10;3;7
"553211404";15;8.07;1.75;10;4;8
"553212451";26;8.69;1.19;10;7;9
"553212478";14;8.43;1.55;10;5;9
"553212583";15;7.73;1.49;10;5;8
"553213105";10;7.3;2.79;10;1;8
"553213148";19;8.42;2.22;10;2;9
"553213172";27;8.93;1.54;10;5;10
"553213180";16;8.69;1.7;10;5;9.5
"553213695";17;8.59;1.5;10;5;9
"553250426";9;7.67;2.24;10;3;8
"553250531";49;8.43;1.91;10;1;9
"553258001";42;8.26;1.58;10;5;8.5
"553260111";19;8.05;1.68;10;5;8
"553262505";40;7.55;2.5;10;1;8
"553263226";19;7.32;1.83;10;3;8
"553265741";18;7.33;1.88;10;5;7
"553268449";23;7.57;2.04;10;4;8
"553268880";15;7.73;2.31;10;3;8
"553271636";42;7.93;1.61;10;5;8
"553272535";41;7.88;1.27;10;5;8
"553272837";37;8.54;1.66;10;5;9
"553273914";15;7.6;2.59;10;1;8
"553274295";30;8.33;1.27;10;6;8
"553274325";29;9;1.58;10;3;10
"553274503";13;9.23;1.01;10;7;10
"553275976";24;8.67;1.24;10;5;9
"553277472";27;7.11;1.8;10;2;7
"553277537";36;7.78;1.81;10;3;8
"553278223";13;9.23;0.93;10;7;9
"553278274";17;8.29;2.08;10;2;9
"553278355";13;7.77;1.79;10;5;8
"553278592";20;8.3;2.03;10;2;9
"553279378";17;8.12;1.62;10;5;8
"553279556";40;8.2;1.34;10;5;8
"553279912";35;8.26;1.22;10;5;8
"553280341";64;7.45;1.89;10;1;7
"553280368";46;7.7;1.28;10;4;8
"553280414";28;8.5;1.17;10;6;8
"553280589";31;7.45;1.84;10;3;8
"553280945";11;8.55;1.04;10;7;8
"553282476";17;8.12;1.62;10;5;8
"553283685";15;7.47;1.6;10;5;8
"553284789";11;7.91;1.45;10;6;8
"553287346";35;7.83;1.54;10;4;8
"553287737";15;7.53;1.25;9;5;8
"553289411";12;7.5;2.02;10;5;7
"553289691";27;7.19;1.9;10;3;7
"553292722";20;7.25;1.8;10;3;7.5
"553293354";23;7.09;1.76;10;4;8
"553294385";16;8.06;2.59;10;2;9
"553295772";12;8.42;1.56;10;5;9
