"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"385474016";35;7.6;1.65;10;3;8
"385474547";16;7.94;1.48;10;5;8
"385475721";23;7.43;1.27;9;5;8
"385475772";10;7.9;1.52;10;5;8
"385479565";33;8.36;1.37;10;5;9
"385480016";12;7.75;1.96;10;5;8
"385482388";18;7.72;1.18;10;6;8
"385484518";85;8.67;1.84;10;1;9
"385486804";53;8.11;1.38;10;4;8
"385490445";23;8.26;1.29;10;5;8
"385490992";34;7.53;1.67;10;4;8
"385492081";56;8.39;1.3;10;5;9
"385493800";33;7.24;2.06;10;3;8
"385494246";16;7.12;1.78;10;3;7
"385496095";14;8.29;1.86;10;4;8.5
"385497466";40;7.1;1.95;10;3;7.5
"385498721";16;8.5;0.97;10;7;8
"385498802";38;7.74;1.46;10;4;8
"385502532";23;7.65;1.4;10;5;8
"385503822";54;7.44;1.85;10;3;7
"385503857";19;8.32;1.57;10;4;9
"385503954";27;7.81;1.47;10;5;8
"385504209";237;8.55;1.66;10;1;9
"385504470";13;8.54;1.05;10;7;8
"385505833";58;7.45;1.71;10;4;8
"385507593";17;7.94;1.14;10;6;8
"385508042";48;7.6;1.62;10;3;8
"385508417";19;7.32;1.86;10;4;8
"385509456";21;8.29;1.62;10;4;9
"385509510";23;8.09;1.83;10;3;8
"385510438";35;8.54;1.36;10;6;9
"385511612";41;6.8;2.18;10;1;7
"385512104";28;8.21;1.57;10;4;8
"385720106";53;6.92;1.47;10;4;7
"385720467";11;6.18;2.14;8;2;7
"385720920";24;8.12;1.57;10;5;8
"385720955";26;7.27;1.8;10;3;7
"385721420";25;7.52;1.5;10;5;8
"385722192";16;7.5;2.03;10;2;8
"385722206";64;8.17;1.19;10;5;8
"385722435";22;8.14;1.25;10;5;8
"385729332";23;8;1.41;10;5;8
"385729340";18;8.94;1;10;7;9
"385730586";37;8.51;1.33;10;5;8
"393050939";14;9.21;0.89;10;7;9
"393312836";18;8.11;2.03;10;3;8
"393317552";17;8.18;1.81;10;4;9
"393319296";18;7.83;2.15;10;3;8.5
"394404289";15;8.93;1.49;10;5;10
"394758285";12;8.42;1;10;7;8
"394800168";14;9.29;1.38;10;5;10
"394820371";27;8;1.9;10;5;9
"395083567";12;9.08;1;10;7;9
"395977894";12;8.25;1.42;10;5;8
"399133143";16;6.75;1.81;10;5;6
"399141146";17;7.71;2.34;10;2;8
"399141464";14;7.43;1.5;9;5;8
"399142282";18;6;2.28;10;2;6
"399142789";12;8.25;2.01;10;5;9
"399142851";17;7.76;1.64;10;4;8
"399143947";22;8.05;1.65;10;5;8
"399144463";42;6.88;2.73;10;1;7
"399145087";21;7.95;1.28;10;5;8
"399145672";13;7.38;1.5;10;5;7
"399145885";9;8.33;1.5;10;5;8
"399145923";17;8.29;1.57;10;6;8
"399145990";13;7.77;1.01;10;7;7
"399146008";13;7.31;1.7;9;4;8
"399146253";16;8;1.37;10;5;8
"399146431";31;8.32;1.19;10;5;8
"399147128";10;8;1.7;10;5;8.5
"399147195";24;7.5;1.79;10;2;8
"399147284";15;7.73;1.67;10;4;8
"399148027";16;7.75;1.29;10;5;8
"399148248";10;8.5;1.72;10;5;9
"399148639";17;7.94;1.71;10;5;8
"399149155";26;8.12;1.42;10;5;8
"399149325";29;7.1;1.84;10;3;7
"399149392";13;8.85;1.46;10;5;9
"399149848";16;8.56;2;10;4;9.5
"399150439";17;8.59;1.18;10;7;9
"399150897";33;7.52;1.8;10;3;8
"399151648";10;8;1.89;10;5;7.5
"399501487";60;8.03;1.67;10;3;8
"413537900";17;8.24;1.3;10;5;8
"425083837";24;8.54;1.18;10;6;9
"425092917";19;7.47;1.9;10;3;8
"425097609";12;7.67;1.72;10;5;8
"425097722";10;7.8;1.62;10;5;8
"425101452";12;7.75;1.71;10;5;8
"425104346";13;8.31;1.7;10;6;9
"425105334";17;8.65;1.58;10;5;9
"425107469";28;8.14;1.65;10;5;9
"425109720";27;8.11;1.28;10;5;8
"425113884";15;7.6;1.68;10;5;8
"425115801";27;8.11;1.53;10;5;8
"425116840";23;7.61;1.53;10;5;8
"425118703";14;7.71;1.38;10;4;8
"425119653";19;7.37;1.95;10;1;7
"425120279";14;7.93;2.02;10;5;8
"425121259";22;7.59;1.5;10;5;8
"425121631";20;7.7;1.78;10;3;8
"425122123";19;8.05;1.31;10;5;8
"425124347";23;7.65;1.64;10;4;8
"425128164";22;6.86;1.91;10;2;7
"425129586";13;7.92;1.75;10;5;8
"425130215";12;8.08;1.51;10;5;8
"425130711";15;7;1.56;10;5;7
"425132048";16;8.25;1.34;10;5;8
"425132951";22;6.77;1.77;10;4;7
"425133516";12;7.92;1.68;10;5;8
"425133540";15;7.13;2.29;10;1;8
"425136981";20;7.35;2.21;10;1;8
"425137562";14;7.93;0.92;10;7;8
"425140032";14;7.57;1.34;9;5;8
"425141233";12;8.17;1.4;10;5;8
"425142485";16;6.75;2.44;10;3;7.5
"425143325";31;7.9;1.56;10;5;8
"425144429";28;7.39;1.77;10;4;7
"425145638";13;7.54;1.71;10;5;8
"425146413";15;7.93;1.53;10;5;8
"425147363";13;7.46;1.56;10;4;8
"425147517";17;7.88;1.45;10;5;8
"425147584";24;7.17;1.93;10;3;7.5
"425147622";51;8.02;1.63;10;5;8
"425148297";11;7.91;2.74;10;1;8
"425150143";18;6.5;1.58;10;4;6.5
"425150984";15;8.2;1.97;10;4;8
"425151867";21;7.05;1.56;10;5;7
"425151875";12;6.42;1.88;10;4;6
"425152251";38;7.58;2;10;3;8
"425152898";9;7.11;2.15;10;5;7
"425153975";21;8;0.95;10;7;8
"425154092";54;7.76;1.81;10;3;8
"425155404";20;6.75;1.83;10;4;7
"425155943";15;7.53;0.99;9;5;8
"425158594";14;6.29;2.49;10;2;7
"425158616";36;7.94;1.49;10;5;8
"425158632";14;7.86;1.79;10;4;8
"425158640";13;7.77;1.36;10;4;8
"425161242";12;7.25;2.6;10;2;8
"425161722";13;6.92;1.55;9;5;7
"425162443";32;7.88;1.56;10;3;8
"425162788";10;6.6;1.26;9;5;6.5
"425163385";19;7.58;1.5;10;5;8
"425163407";40;7.8;1.76;10;4;8
"425166619";18;7.28;2.3;10;2;8
"425167313";35;7.17;2.15;10;1;7
"425167720";10;7.1;1.91;10;5;7
"425168298";14;7.57;1.16;10;6;8
"425169693";11;6.91;1.58;9;5;7
"425169863";34;8.44;1.13;10;6;9
"425170349";15;7.93;1.62;10;5;8
"425172546";28;6.93;1.94;10;1;7
"425172996";10;8.1;1.6;10;5;8
"425174271";19;7.58;1.54;10;5;8
"425175405";38;7.66;1.44;10;5;8
"425177173";28;7.29;1.56;10;3;8
"425178102";13;6.92;1.85;10;3;8
"425178579";14;7.36;1.82;10;5;7.5
"425178765";21;6.76;1.95;10;1;7
"425178951";14;7.57;1.28;9;5;8
"425179613";15;7.67;1.4;10;5;8
"425179672";14;7.5;1.83;10;5;7.5
"425179885";14;6.71;1.54;9;4;7
"425180638";41;7.39;1.69;10;4;8
"425180964";26;7.5;2.06;10;1;8
"425181103";19;7.89;2.05;10;2;8
"425181111";12;7.92;1.56;10;5;7.5
"425181464";15;7.33;1.84;10;4;8
"425181685";14;7;2.25;10;3;7.5
"425182878";26;7.77;1.21;10;5;8
"425182886";13;8.08;1.04;10;7;8
"425182908";38;5.08;2.4;10;1;5
"425183971";23;7.91;1.73;10;4;8
"425184129";15;6.8;2.08;10;3;7
"425184226";18;7.56;1.69;10;3;8
"425184943";13;7.15;1.63;9;4;8
"425185710";15;7.33;2.02;10;3;8
"425188787";14;7.71;1.86;10;4;8
"425189031";22;7.73;1.98;10;5;8
"425189864";14;7.79;1.67;10;5;8
"425190641";13;7.62;1.76;10;4;8
"425191184";18;6.61;1.97;10;3;6.5
"425191583";13;8.15;1.95;10;5;9
"425192725";32;7.91;1.57;10;5;8
"425192733";20;5.9;2.55;10;1;7
"439064864";84;8.92;1.44;10;5;10
"439064872";104;8.76;1.33;10;5;9
"439136350";88;9.17;1.32;10;5;10
"439136369";71;9.13;1.29;10;5;10
"439139597";86;9.17;1.29;10;3;10
"439139600";65;9.02;1.34;10;5;9
"439404371";16;7.75;1.34;10;5;8
"439425220";16;9.88;0.34;10;9;10
"440108268";23;7.83;2.25;10;2;8
"440111811";14;7.36;1.95;10;5;7
"440122090";18;7.83;1.89;10;4;8.5
"440127793";16;7.94;1.57;10;5;8
"440131480";11;8.36;1.5;10;6;9
"440178002";17;8.12;1.62;10;5;8
"440180295";33;8.61;1.39;10;5;9
"440200563";16;7.06;1.69;9;5;8
"440200989";19;7.26;2.1;10;2;7
"440201926";15;7.33;1.68;10;5;7
"440202043";21;8.71;1.42;10;5;9
"440204194";17;7.59;1.58;10;5;8
"440204208";8;7;1.69;10;4;7
"440204887";16;8.5;2;10;3;9
"440206154";73;8.14;1.5;10;4;8
"440207770";15;6.93;1.62;10;3;7
"440211263";47;8.02;1.64;10;5;8
"440211727";97;7.81;1.78;10;2;8
"440212359";13;6.62;1.5;8;3;7
"440212561";49;8.69;1.99;10;2;9
"440213029";9;7;1;8;6;7
"440213282";10;8.2;1.48;10;5;8
"440213290";18;7.44;1.38;10;5;8
"440213525";84;7.71;1.62;10;3;8
"440214041";85;7.66;1.6;10;4;8
"440215625";37;8.51;1.98;10;2;10
"440216745";11;6.09;1.58;9;4;5
"440217490";12;7.67;1.61;10;5;8
"440217520";17;7.82;1.7;10;5;8
"440217547";18;6.61;1.38;9;5;7
"440217563";30;8.5;1.53;10;5;9
"440218535";14;7.5;1.09;9;5;8
"440219078";31;8.39;1.84;10;5;9
"440220424";17;8.65;1.17;10;5;9
"440220602";79;7.34;1.78;10;2;8
"440220653";11;8.36;1.57;10;5;9
"440221099";10;7.7;1.42;10;5;7.5
"440221315";13;7.92;1.93;10;4;8
"440221471";72;7.9;1.61;10;4;8
"440221595";28;7.86;1.76;10;2;8
"440222028";5;8.4;0.89;9;7;9
"440222656";69;7.42;1.94;10;1;8
"440223202";26;8.23;1.42;10;5;8.5
"440224594";16;6.81;2.1;10;3;7.5
"440224624";22;7;1.54;10;5;7
"440224675";46;7.02;2.13;10;1;7.5
"440224705";11;6.91;1.58;10;5;7
"440224764";66;7.42;1.65;10;5;8
"440224780";15;8.13;1.85;10;5;8
"440224837";14;8.29;1.77;10;5;8
"440224853";11;7.45;2.07;10;5;7
"440225299";16;7.31;1.78;10;4;8
"440225701";62;7.56;1.73;10;3;8
"440225817";12;7.58;1.31;10;5;8
"440225825";16;7.62;1.59;10;5;8
"440226104";43;7.33;1.87;10;2;7
"440226430";88;7.41;1.67;10;3;8
"440234743";83;7.61;1.68;10;3;8
"440235162";34;7.82;1.73;10;4;8
"440235502";15;8.8;1.47;10;5;9
"440235596";39;7.67;1.61;10;5;8
"440236053";17;7.59;1.84;10;4;8
"440236061";17;7.41;1.23;9;5;8
"440236169";16;7.44;2.39;10;2;8
"440236673";76;7.62;1.44;10;4;8
"440236703";39;7.82;1.59;10;3;8
"440236738";14;8.43;1.28;10;6;9
"440236819";13;7;1.41;9;5;7
"440237262";9;7.67;1.73;10;5;8
"440237688";19;8.84;1.21;10;6;9
"440241073";82;7.4;1.76;10;3;8
"440241162";19;7.26;2.47;10;1;8
"440241413";26;7.81;1.98;10;3;8
"440241537";54;7.63;1.62;10;2;8
"440343194";15;9.2;1.42;10;5;10
"440404193";16;8.69;1.66;10;5;9
"440414806";36;8.83;1.5;10;5;9.5
"440418321";11;8.91;0.94;10;8;9
"440439884";24;7.79;1.91;10;5;8
"440487617";15;8.2;1.78;10;5;9
"440498058";37;9.19;1.08;10;7;10
"440514428";14;8;1.24;10;5;8
"440940001";24;8.67;1.49;10;5;9
"440967694";16;8.75;1.34;10;6;9
"440998050";38;8.68;1.73;10;2;9
"441000916";23;8.09;1.28;10;5;8
"441001971";19;8.37;1.01;10;7;8
"441002935";23;8.04;1.61;10;5;8
"441003257";38;8.63;1.34;10;5;9
"441003745";21;8.24;1.34;10;5;8
"441004520";17;8.29;1.26;10;5;8
"441005241";21;8.1;1.41;10;5;8
"441005489";24;7.92;1.5;10;5;8
"441005748";11;8.09;1.7;10;5;8
"441008534";18;7.94;1.35;10;5;8
"441009239";15;7.8;1.52;10;5;8
"441010512";16;8.44;1.26;10;6;8.5
"441172695";17;8.35;1.27;10;6;8
"441172717";38;8.74;1.7;10;3;9
"441304834";28;7.39;2.35;10;2;8
"441569595";39;7.67;1.96;10;3;8
"441627404";13;8;2.24;10;4;9
"441783589";14;7.57;1.65;10;4;8
"441790348";29;7.97;1.88;10;3;8
"445406518";16;7.5;1.37;10;5;8
"446310786";107;9.08;1.39;10;4;10
"446322180";15;8.07;1.98;10;5;9
"446343455";13;8.23;1.36;10;6;8
"446350109";14;6.5;1.61;10;5;6.5
"446350982";13;8.15;1.68;10;5;9
"446359866";37;7.7;1.65;10;3;8
"446360589";12;6.83;1.47;10;5;7
"446360856";12;7.25;1.66;10;5;7
"446363251";22;7.05;2.13;10;2;7
"446364193";59;8.14;1.62;10;4;8
"446364495";12;7.58;2.35;10;2;8.5
"446364800";25;7.76;1.74;10;5;8
"446365386";17;8.76;1.64;10;5;9
"446387878";15;8.13;1.25;10;6;8
"446391301";22;8.05;1.59;10;4;8
"446394521";31;7.58;1.59;10;5;7
"446515078";14;7;2.08;10;1;7.5
"446516538";23;5.96;2.1;10;2;6
"446518581";10;5.5;1.65;8;3;5.5
"446519081";12;6.67;2.39;10;2;7
"446519138";19;7.79;1.78;10;5;8
"446520802";26;7.77;2.03;10;2;8
"446523569";16;8.44;1.36;10;6;8.5
"446525502";20;8.55;1.5;10;5;8.5
"446525537";21;7.71;2;10;3;8
"446525731";11;7.55;1.29;9;5;8
"446525804";11;7.55;1.86;10;5;8
"446527017";13;5.77;3.09;10;1;7
"446527033";18;7.28;1.45;9;5;8
"446527041";9;7.44;0.88;9;6;7
"446527165";20;7.85;1.84;10;4;8
"446527785";18;7.33;1.53;10;4;7.5
"446527793";18;8.22;2.07;10;2;8.5
"446530077";12;7;1.76;10;4;7
"446530387";11;7.45;1.29;10;5;8
"446530522";15;8.93;1.16;10;6;9
"446530891";16;7.38;1.5;10;5;7
"446531332";33;7.88;1.56;10;4;8
"446532231";55;8.53;1.37;10;5;8
"446532452";18;7.72;2.67;10;2;8.5
"446600253";13;8.15;1.99;10;4;8
"446600660";18;7.89;1.37;10;5;8
"446601241";47;8.06;1.41;10;5;8
"446602612";16;8.25;1.69;10;4;8
"446602620";20;8.1;1.77;10;5;9
"446603422";12;8.25;1.48;10;5;8
"446603589";22;7.82;1.53;10;5;8
"446603716";25;7.36;2.27;10;1;8
"446603929";16;6.44;2.48;10;1;7
"446604089";12;7.42;1.56;9;5;8
"446604232";13;7.54;1.66;10;5;7
"446604658";14;7.43;1.34;10;5;7
"446604666";28;8;1.59;10;5;8
"446604801";35;7.89;1.3;10;5;8
"446604844";24;7.29;1.97;10;2;8
"446605239";85;7.95;2.18;10;2;9
"446605409";20;7.7;1.34;10;5;8
"446605484";43;8.33;1.43;10;5;8
"446606189";39;8.26;1.43;10;4;8
"446606324";29;7.79;1.59;10;5;8
"446606383";15;7.67;1.4;10;5;8
"446606812";62;7.68;2.11;10;1;8
"446607193";22;7.64;1.53;10;5;8
"446607207";12;7.92;1.24;10;6;8
"446607657";54;7.78;2.05;10;1;8
"446607711";25;7.12;1.67;10;4;8
"446608262";15;8.27;1.28;10;5;8
"446608602";11;7;1.48;10;5;7
"446608815";34;7.5;1.69;10;2;8
"446608890";25;7.6;1.66;10;5;8
"446608955";64;7.81;1.98;10;3;8
"446609323";27;6.93;1.59;10;5;7
"446609404";30;7.7;1.95;10;3;8
"446609943";17;7.12;1.58;10;3;7
"446610038";88;7.72;1.72;10;3;8
"446610100";24;8;1.44;10;5;8
"446610178";11;6.64;2.38;10;1;7
"446610399";47;7.49;1.88;10;3;8
"446610542";21;6.86;1.74;10;3;7
"446611085";32;7.97;1.93;10;4;8.5
"446611212";49;7.76;1.73;10;3;8
"446611239";10;7.9;1.66;10;5;8
"446611611";16;8.19;0.98;10;6;8
"446611638";18;8;1.19;10;5;8
"446611778";23;7.83;1.95;10;3;8
"446611808";24;7.58;1.67;10;5;7
"446611867";49;7.47;2.01;10;1;8
"446611913";12;8.83;0.83;10;8;9
"446611921";17;8;1.7;10;5;8
"446612545";46;7.72;1.57;10;3;8
"446612790";47;7.83;1.69;10;3;8
"446613266";24;8.17;1.58;10;5;8.5
"446613436";16;8;1.37;10;5;8
"446613843";12;7.75;2.05;10;3;8
"446667900";25;7.28;1.67;10;5;7
"446670111";26;7.62;1.81;10;5;8
"446670251";49;7.78;1.67;10;3;8
"446671002";19;6.42;2.5;10;1;6
"446672211";149;8.23;1.47;10;4;8
"446673544";25;6.08;2.58;10;1;6
"446675059";33;8.3;1.38;10;5;8
"446676098";12;8.33;2.06;10;3;8.5
"446677450";18;8.67;1.46;10;5;9
"446678457";13;8.23;1.17;10;6;9
"446679364";22;7.55;1.26;10;4;8
"446679593";32;7.69;2.22;10;2;8
"448095017";11;7.64;1.8;10;5;8
"449002411";17;7.35;1.41;10;4;7
"449002632";16;7.81;1.47;10;5;8
"449003787";35;7.11;1.83;10;3;7
"449003795";29;7.48;1.38;10;5;7
"449003981";11;7.91;1.04;9;6;8
"449005615";46;8.74;1.53;10;4;9
"449005909";12;8.5;1.31;10;7;8.5
"449006522";27;7.89;1.37;10;5;8
"449006530";18;7.22;2.37;10;3;7
"449134482";14;6.79;1.53;9;4;7
"449149676";13;7.38;2.22;10;1;8
"449203794";18;7.61;1.65;10;5;8
"449204324";10;7.6;0.84;9;7;7
"449208672";15;8;1.56;10;5;8
"449212602";62;8.48;1.32;10;4;8
"449213447";14;7.64;2.17;10;2;8
"449213943";9;8.78;1.09;10;7;9
"449219364";38;7.89;1.25;10;5;8
"449219410";13;8.31;1.8;10;5;9
"449219461";36;7.72;1.32;10;5;8
"449221180";6;8.67;1.03;10;8;8
"449221482";31;7.9;1.62;10;3;8
"449221490";29;7.59;1.99;10;4;8
"449221504";26;7.42;1.58;10;4;7
"449221512";35;7.74;1.4;10;4;8
"449223604";31;7.84;1.21;10;5;8
"449223612";35;7.54;1.42;10;5;7
"449227421";13;7.62;2.22;10;3;9
"449907481";37;7.51;1.68;10;3;8
"449910237";9;6.56;1.33;8;4;6
"449910571";12;6.92;2.43;10;2;7.5
"449911004";12;7.67;1.83;10;5;8.5
"449911446";13;8.31;1.03;10;7;8
"449911519";24;8.25;1.67;10;3;8.5
"449912558";17;8.29;2.57;10;1;9
"451124340";13;8.62;1.12;10;7;9
"451132378";15;8.33;2.02;10;3;9
"451137965";21;7.57;1.6;10;4;8
"451142934";22;8.27;1.52;10;5;8
"451151259";23;8.39;1.44;10;4;8
"451153553";24;8.46;1.59;10;5;9
"451155750";21;7.67;1.35;10;5;8
"451156609";41;7.1;1.97;10;2;7
"451157443";15;6.87;1.92;10;4;7
"451160525";32;8.44;1.56;10;5;9
"451160916";15;7.93;1.44;10;5;8
"451161343";15;7.2;2.37;10;1;7
"451161351";18;7.11;1.78;10;4;7
"451162072";15;7.87;1.46;10;6;8
"451163524";30;8.27;1.72;10;5;9
"451163966";31;8.58;1.34;10;4;9
"451166582";20;8.65;1.31;10;5;9
"451166892";36;8.33;1.67;10;3;8.5
"451167317";43;7.42;1.79;10;3;7
"451167538";16;7.81;1.83;10;5;8
"451167716";22;8.68;1.17;10;5;9
"451167805";17;7.88;1.36;10;6;8
"451168615";19;7.79;1.44;10;5;8
"451169514";25;7.68;1.84;10;4;8
"451169522";23;8;1.68;10;4;8
"451169530";37;8.62;1.89;10;4;10
"451170385";28;8;1.66;10;5;8
"451172817";44;8.18;1.56;10;5;8
"451173139";15;7.27;1.87;10;5;7
"451173317";18;8.56;1.69;10;5;9
"451176464";42;7.52;1.7;10;4;7.5
"451177096";36;7.72;1.45;10;3;8
"451180232";23;8.22;1.7;10;5;9
"451180410";12;6.75;1.91;9;3;7
"451180429";13;7.31;1.84;10;5;8
"451181379";24;7.92;1.47;10;5;8
"451183665";32;6.84;1.87;10;3;7
"451184718";9;8.33;1;10;7;8
"451184963";40;7.6;2.02;10;3;8
"451186362";19;7.63;1.57;10;5;8
"451186923";10;8;1.41;10;5;8
"451188454";22;8.32;1.55;10;3;8
"451188462";32;7.19;2.05;10;2;7
"451188489";15;7.73;2.12;10;2;8
"451190491";23;8.78;1.28;10;6;9
"451190521";17;8.24;1.48;10;5;8
"451190548";22;8.05;1.43;10;5;8
"451190556";18;8.39;1.46;10;5;8.5
"451190564";14;8.57;1.28;10;6;8
"451190572";16;8.31;1.7;10;5;9
"451191013";18;7;2.14;10;2;8
"451191137";13;7.85;2.85;10;1;9
"451191145";21;8.48;1.5;10;5;9
"451191153";18;8.11;1.68;10;5;8.5
"451196716";10;7.3;1.7;10;5;7
"451197399";17;7.94;1.39;10;5;8
"451197747";16;7.25;1.91;10;3;8
"451202341";23;7.83;1.47;10;5;8
"451202503";11;7.45;1.51;10;4;7
"451203593";16;7.94;1.77;10;4;8
"451203771";33;7.82;1.59;10;5;8
"451203895";23;5.87;2.05;9;1;6
"451204530";19;7.95;2.2;10;3;9
"451204891";12;7.75;1.66;10;5;8
"451205421";19;7.37;1.89;10;4;8
"451206525";23;7.39;1.7;9;2;8
"451206673";9;8;1.5;10;6;8
"451207521";19;7.68;1.92;10;4;8
"451208765";20;7.7;2.05;10;4;8
"451209907";18;7.83;1.5;10;5;8
"451210743";15;8.07;0.8;10;7;8
"451403703";14;7;1.66;10;4;7
"451409973";14;7.21;1.37;10;5;7
"451410947";8;6.25;1.04;8;5;6
"451457811";10;8.4;0.84;10;7;8
"451523377";11;8.73;1.19;10;7;9
"451524934";58;8.91;1.17;10;6;9
"451526341";49;8.27;1.5;10;5;9
"452260116";30;7.4;2.25;10;2;8
"452262143";15;8.07;1.87;10;5;8
"452264464";45;8;2.3;10;1;9
"452266564";18;6.94;2.62;10;1;8
"452268060";22;7.77;1.11;10;4;8
"452269571";32;8.31;1.4;10;5;8
"452277337";12;6.75;1.36;9;5;7
"452278902";12;8.33;2.71;10;1;9
"452279178";20;8.5;1.93;10;5;9.5
"452280621";23;7.35;2.21;10;1;8
"452281032";10;8.6;1.51;10;5;9
"452281679";9;7.78;1.3;10;6;7
"452281725";7;8.14;1.46;10;6;8
"452281784";19;6.63;1.8;10;3;7
"452281881";12;7.58;2.11;10;2;8
"452281903";21;8.14;1.46;10;5;8
"452282152";120;7.83;1.52;10;4;8
"452282195";29;7.17;1.87;10;3;7
"452282829";56;6.86;2.01;10;2;7.5
"452283205";31;7.16;1.57;10;4;8
"452283442";23;7.65;1.7;10;3;8
"452284295";11;7;1.9;10;3;7
"452284449";27;7.96;1.45;10;5;8
"452284937";9;7.44;1.59;9;5;8
"515087122";9;8.22;1.2;10;7;8
"515090174";12;7.17;1.7;10;5;7
"515093203";15;7.2;0.94;9;5;7
"515093556";12;6.67;2.06;10;4;7
"515095826";19;7.11;1.82;9;1;8
"515102636";17;8.76;1.68;10;5;9
"515102652";15;7.33;1.54;10;4;7
"515114693";17;8.12;1.22;10;5;8
"515118559";13;7.46;2.18;10;4;8
"515118656";13;7.69;1.03;10;6;8
"515119784";16;7.75;1.24;10;5;8
"515120006";19;7.58;1.61;10;5;8
"515120618";23;8.13;1.6;10;5;8
"515120898";9;7.67;2.35;10;3;8
"515121843";23;7.87;1.49;10;5;8
"515122491";10;6.9;1.6;10;5;6.5
"515122734";17;8.29;1.49;10;5;9
"515124214";20;8;1.69;10;5;8
"515124893";12;7.33;1.83;10;5;8
"515126772";37;8.16;1.66;10;5;8
"515127221";15;7.47;1.55;10;5;8
"515127396";16;6.75;1.65;10;5;6.5
"515127833";24;7.42;1.67;10;4;7
"515128546";35;7.91;1.56;10;5;8
"515128554";43;7.74;1.89;10;5;8
"515129941";13;6.46;1.85;10;4;6
"515130044";13;7.62;1.19;9;5;8
"515130389";28;7.43;1.6;10;5;8
"515130966";15;7.07;1.33;9;5;7
"515131083";14;7.86;1.03;10;6;8
"515131229";59;8.37;1.48;10;5;9
"515132020";43;7.74;1.84;10;3;8
"515132136";10;7.3;0.95;9;6;7
"515132187";27;7.59;2.04;10;3;8
"515132268";14;7.71;1.82;10;5;8
"515133302";20;7.25;1.89;10;3;7.5
"515133639";12;8.08;1.31;10;5;8
"515133876";16;7.44;1.71;10;5;8
"515133973";29;8.1;1.35;10;5;8
"515134279";11;7.82;1.4;9;5;8
"515134384";12;7;1.28;9;4;7
"515135062";35;7.91;1.46;10;5;8
"515135739";18;7.78;2.02;10;5;8
"515136379";31;7.87;1.75;10;4;8
"515136530";25;8.92;1.38;10;5;10
"515137111";17;7.65;2.15;10;1;8
"517122707";19;8.32;1.7;10;3;9
"517149257";12;9;1.41;10;5;9
"525941908";16;7.06;2.14;10;1;7
"525945725";8;7.88;2.23;10;3;8
"525945938";13;7.15;1.41;9;5;7
"525946233";13;7.85;1.95;10;5;8
"525946829";20;7.35;1.66;10;5;8
"525947299";21;8.43;1.72;10;4;9
"525947647";31;8.45;1.84;10;1;9
"552143774";13;7.54;1.05;10;6;8
"552996009";19;8.11;1.63;10;5;9
"552996181";14;7.43;1.55;10;5;7.5
"552998001";18;7.78;1.48;10;5;8
"552998486";23;8.13;1.55;10;5;9
"552999458";8;7.62;1.06;8;5;8
"552999954";4;7.5;2.08;10;5;7.5
"553096060";14;7.21;1.58;10;5;7.5
"553099558";15;7.33;1.91;10;5;7
"553106643";9;7.22;2.73;10;3;8
"553208845";19;8.26;1.19;10;7;9
"553210092";15;7.47;1.41;10;5;8
"553210793";13;8;1.87;10;4;8
"553211404";22;8.5;1.44;10;6;9
"553212451";11;8.27;1.68;10;5;9
"553212478";13;8.38;1.5;10;5;8
"553212583";11;7.73;2.87;10;1;8
"553213105";23;8.52;1.97;10;2;9
"553213148";31;8.87;1.63;10;5;10
"553213172";16;8.88;1.54;10;5;9.5
"553213180";17;8.71;1.53;10;5;9
"553213695";9;7.11;2.71;10;3;7
"553250426";54;8.17;1.84;10;1;8
"553250531";42;8.07;1.57;10;5;8
"553258001";16;8.19;1.8;10;5;9
"553260111";38;6.92;2.71;10;1;8
"553262505";21;7.57;1.75;10;3;8
"553263226";18;7.39;1.94;10;5;7
"553265741";22;7.59;1.89;10;5;7.5
"553268449";13;7.69;2.36;10;3;8
"553268880";40;7.97;1.49;10;5;8
"553271636";38;7.74;1.25;10;5;8
"553272535";38;8.61;1.42;10;5;9
"553272837";19;7;2.4;10;1;7
"553273914";31;8.39;1.28;10;6;9
"553274295";31;8.77;1.48;10;5;9
"553274325";15;9.27;0.96;10;7;10
"553274503";26;8.54;1.45;10;5;9
"553275976";29;7.38;1.76;10;2;8
"553277472";34;7.74;1.76;10;3;8
"553277537";12;8.92;1.51;10;5;9
"553278223";19;8.11;2.02;10;2;8
"553278274";17;7.82;1.88;10;5;8
"553278355";24;8.46;1.35;10;5;9
"553278592";17;7.88;1.69;10;5;8
"553279378";34;8.29;1.31;10;5;8.5
"553279556";33;8;1.25;10;5;8
"553279912";65;7.6;1.64;10;4;7
"553280341";46;7.91;1.3;10;4;8
"553280368";31;8.35;1.2;10;6;8
"553280414";30;7.77;1.5;10;5;8
"553280589";11;8.18;1.54;10;5;8
"553280945";20;8.15;1.69;10;5;8
"553282476";12;7.42;1.38;10;5;7.5
"553283685";13;8.62;1.33;10;6;9
"553284789";34;7.68;1.59;10;4;8
"553287346";12;7.83;1.11;9;5;8
"553287737";16;7.81;1.94;10;5;7.5
"553289411";24;7.83;1.9;10;3;8
"553289691";18;7.39;1.94;10;3;8
"553292722";18;6.72;1.81;10;4;7
"553293354";13;7.62;2.69;10;2;9
"553294385";14;8.07;2.06;10;3;9
"553295772";10;7.4;1.51;10;6;7
"553295977";19;8.16;1.74;10;5;8
