"User.ID";"nb.Ratings";"mean";"sd";"max";"min";"med"
64769;1;7;NA;7;7;7
64779;2;8;2.83;10;6;8
64783;2;5.5;4.95;9;2;5.5
64846;3;8.67;1.15;10;8;8
64903;1;8;NA;8;8;8
64946;2;6;4.24;9;3;6
65004;3;8.33;0.58;9;8;8
65032;4;4.25;1.5;5;2;5
65038;1;9;NA;9;9;9
65056;1;8;NA;8;8;8
65068;1;10;NA;10;10;10
65145;2;6;1.41;7;5;6
65183;2;9;1.41;10;8;9
65191;1;10;NA;10;10;10
65192;1;7;NA;7;7;7
65208;5;7.8;1.48;10;6;8
65228;4;6.5;1.29;8;5;6.5
65238;4;8;1.41;9;6;8.5
65258;14;7.43;1.4;10;5;7
65350;3;7.67;1.15;9;7;7
65370;1;6;NA;6;6;6
65377;2;7;0;7;7;7
65444;2;5.5;0.71;6;5;5.5
65484;4;9;0.82;10;8;9
65487;2;7.5;2.12;9;6;7.5
65497;4;7.5;1.29;9;6;7.5
65584;28;8.71;1.24;10;4;9
65653;1;8;NA;8;8;8
65663;11;8.73;0.79;10;8;9
65665;1;8;NA;8;8;8
65710;1;7;NA;7;7;7
65752;1;8;NA;8;8;8
65769;2;10;0;10;10;10
65791;6;7;1.26;9;6;6.5
65817;1;2;NA;2;2;2
65837;2;7.5;0.71;8;7;7.5
65877;13;8.31;1.11;10;6;8
65913;3;9.67;0.58;10;9;10
65946;3;6.33;1.15;7;5;7
66055;5;7.8;0.45;8;7;8
66073;4;8;1.63;10;6;8
66088;2;8;2.83;10;6;8
66100;4;8.75;0.96;10;8;8.5
66129;2;8.5;0.71;9;8;8.5
66323;6;6.17;1.47;8;4;6.5
66370;2;7.5;2.12;9;6;7.5
66387;7;5.57;1.9;8;3;6
66443;5;6.2;3.35;10;2;6
66473;2;6.5;2.12;8;5;6.5
66485;1;10;NA;10;10;10
66487;8;8.75;1.28;10;7;9
66518;5;8.2;1.3;10;7;8
66533;2;7;1.41;8;6;7
66556;2;8;0;8;8;8
66574;18;7.22;1.73;10;3;8
66591;3;9.33;0.58;10;9;9
66640;4;9;0.82;10;8;9
66680;31;6.1;0.94;8;5;6
66765;1;5;NA;5;5;5
66789;5;5;0;5;5;5
66792;1;10;NA;10;10;10
66797;1;5;NA;5;5;5
66842;1;10;NA;10;10;10
66853;4;7;1.41;8;5;7.5
66878;9;7.78;0.83;9;7;8
66942;27;7.44;2.36;10;1;8
66953;4;7.75;0.5;8;7;8
66956;3;8;2.65;10;5;9
66960;3;7;1;8;6;7
66964;2;7.5;0.71;8;7;7.5
67034;1;8;NA;8;8;8
67085;4;8.75;1.89;10;6;9.5
67174;3;8;1.73;9;6;9
67176;4;6.5;3;8;2;8
67178;3;5.67;1.15;7;5;5
67187;3;8;0;8;8;8
67198;9;9.22;0.97;10;8;10
67236;1;10;NA;10;10;10
67270;6;8;1.55;9;5;8.5
67288;4;7;1.41;8;5;7.5
67296;3;7.33;0.58;8;7;7
67298;1;3;NA;3;3;3
67354;2;10;0;10;10;10
67364;1;9;NA;9;9;9
67397;2;6.5;0.71;7;6;6.5
67402;6;7;2.83;10;3;7
67403;2;7;1.41;8;6;7
67415;3;6.33;2.89;8;3;8
67487;2;4;2.83;6;2;4
67515;7;6.14;1.86;8;3;7
67542;1;9;NA;9;9;9
67544;3;7.67;0.58;8;7;8
67547;9;7.44;1.67;9;4;8
67591;12;8;1.28;10;5;8
67627;7;7.29;1.98;10;5;8
67663;13;7.46;2.3;10;4;8
67677;3;7.67;2.52;10;5;8
67693;2;10;0;10;10;10
67694;1;10;NA;10;10;10
67796;1;7;NA;7;7;7
67810;2;10;0;10;10;10
67838;1;3;NA;3;3;3
67840;23;9.04;1.46;10;5;10
67910;4;9.5;0.58;10;9;9.5
67930;6;9.17;2.04;10;5;10
67958;2;9;1.41;10;8;9
68000;2;10;0;10;10;10
68004;3;6.67;1.53;8;5;7
68014;1;8;NA;8;8;8
68050;2;6;0;6;6;6
68067;1;8;NA;8;8;8
68081;2;8.5;0.71;9;8;8.5
68128;12;7.75;1.48;10;5;8
68156;6;8.5;1.76;10;6;9
68185;11;6.27;0.79;7;5;6
68227;2;10;0;10;10;10
68234;1;9;NA;9;9;9
68249;2;8.5;0.71;9;8;8.5
68256;8;8.25;1.67;10;5;8.5
68272;2;8.5;2.12;10;7;8.5
68309;2;6.5;2.12;8;5;6.5
68383;5;9;1.41;10;7;10
68422;1;8;NA;8;8;8
68436;10;8.8;0.42;9;8;9
68447;1;7;NA;7;7;7
68465;1;7;NA;7;7;7
68473;1;9;NA;9;9;9
68478;3;7;4.36;10;2;9
68537;4;7.75;3.3;10;3;9
68555;41;7.12;1.91;10;2;7
68561;3;7.33;0.58;8;7;7
68568;4;8.25;2.06;10;6;8.5
68581;2;6;1.41;7;5;6
68615;5;8.8;0.84;10;8;9
68690;2;9.5;0.71;10;9;9.5
68700;2;8;2.83;10;6;8
68760;9;8.22;2.33;10;3;9
68767;3;9;0;9;9;9
68768;1;7;NA;7;7;7
68811;2;5;0;5;5;5
68836;2;7.5;0.71;8;7;7.5
68846;3;7.67;1.53;9;6;8
68854;1;10;NA;10;10;10
68886;3;9.67;0.58;10;9;10
68943;3;6;2.65;8;3;7
68984;17;7.18;2.53;10;1;8
69012;5;6.8;1.1;8;5;7
69023;4;7.75;2.63;10;5;8
69042;4;7.75;1.5;9;6;8
69076;1;9;NA;9;9;9
69078;55;7.84;1;9;6;8
69089;3;8.33;0.58;9;8;8
69156;14;7.71;1.27;9;5;8
69180;2;4.5;0.71;5;4;4.5
69188;3;8;1;9;7;8
69211;12;8.42;1.56;10;5;9
69232;9;9.56;0.73;10;8;10
69252;3;7;1;8;6;7
69355;12;6.92;1.16;8;5;7
69378;9;6.33;1.41;8;4;7
69389;37;8.22;0.63;9;6;8
69405;9;7.67;1.12;9;5;8
69410;3;8;1.73;10;7;7
69511;1;6;NA;6;6;6
69512;2;9;0;9;9;9
69554;2;7;2.83;9;5;7
69658;2;10;0;10;10;10
69684;6;7.5;1.05;9;6;7.5
69697;12;9.5;0.67;10;8;10
69709;2;6;0;6;6;6
69721;9;9.11;1.05;10;7;9
69749;1;10;NA;10;10;10
69775;5;10;0;10;10;10
69790;3;6.33;1.53;8;5;6
69808;2;6.5;2.12;8;5;6.5
69929;3;8.67;0.58;9;8;9
69933;7;9.14;0.69;10;8;9
69967;2;8.5;0.71;9;8;8.5
69971;27;7.37;2.56;10;1;8
69986;2;7.5;0.71;8;7;7.5
70014;7;7.86;2.12;10;5;8
70052;19;6.63;1.71;10;3;7
70063;1;8;NA;8;8;8
70065;9;5.56;1.67;7;2;6
70183;8;7;1.41;9;5;7
70189;4;9.25;0.96;10;8;9.5
70192;1;8;NA;8;8;8
70222;3;7.67;2.31;9;5;9
70238;1;10;NA;10;10;10
70302;2;7;1.41;8;6;7
70318;2;6.5;0.71;7;6;6.5
70379;6;9.5;0.84;10;8;10
70401;1;8;NA;8;8;8
70402;9;8;1.22;10;6;8
70415;18;7.94;1.83;10;3;8
70435;4;7.75;0.5;8;7;8
70448;2;7.5;0.71;8;7;7.5
70541;8;7.12;1.55;9;4;7.5
70556;1;8;NA;8;8;8
70564;1;8;NA;8;8;8
70594;28;8.43;0.88;10;7;9
70628;2;6;0;6;6;6
70649;7;7.71;3.2;10;1;8
70666;33;7;1.75;10;5;7
70740;1;8;NA;8;8;8
70791;2;8.5;0.71;9;8;8.5
70864;4;6.5;3.11;10;3;6.5
70878;2;8.5;0.71;9;8;8.5
70918;2;7.5;2.12;9;6;7.5
70931;8;7.75;1.16;10;7;7
70940;1;8;NA;8;8;8
71075;2;8.5;0.71;9;8;8.5
71102;5;7.8;0.45;8;7;8
71162;2;6.5;2.12;8;5;6.5
71181;3;8;1;9;7;8
71183;2;6.5;0.71;7;6;6.5
71207;6;7.5;1.64;9;5;8
71223;1;10;NA;10;10;10
71227;2;9;1.41;10;8;9
71234;8;9.38;1.77;10;5;10
71261;1;9;NA;9;9;9
71470;1;8;NA;8;8;8
71490;11;7.27;1.42;9;5;7
71521;1;8;NA;8;8;8
71522;1;5;NA;5;5;5
71587;7;5.14;1.46;7;3;5
71591;2;9.5;0.71;10;9;9.5
71628;4;7.5;0.58;8;7;7.5
71662;2;5;0;5;5;5
71703;1;8;NA;8;8;8
71712;7;6.57;1.4;8;5;6
71716;1;9;NA;9;9;9
71739;2;8.5;0.71;9;8;8.5
71752;9;7.78;1.56;10;5;8
71786;9;7.22;0.83;8;6;7
71799;2;3;0;3;3;3
71800;5;5.8;1.3;7;4;6
71831;2;6;0;6;6;6
71853;11;8.73;1.42;10;6;9
71897;2;8;0;8;8;8
71900;2;5;0;5;5;5
71902;5;8.4;1.14;10;7;8
71940;1;7;NA;7;7;7
71967;1;6;NA;6;6;6
72005;1;7;NA;7;7;7
72028;1;5;NA;5;5;5
72099;4;7.5;2.52;10;4;8
72100;8;6.5;0.76;7;5;7
72183;3;7.33;1.53;9;6;7
72190;4;6.75;0.96;8;6;6.5
72214;9;8;2.18;10;3;9
72233;1;5;NA;5;5;5
72238;3;7;0;7;7;7
72261;2;9;1.41;10;8;9
72287;1;7;NA;7;7;7
72296;2;7;1.41;8;6;7
72347;2;4;4.24;7;1;4
72368;5;5;1.41;7;3;5
72379;4;8.25;1.71;10;6;8.5
72418;2;8.5;0.71;9;8;8.5
72470;3;6;1.73;7;4;7
72523;7;7.86;0.9;9;7;8
72530;6;8.17;1.17;10;7;8
72531;2;9;1.41;10;8;9
72575;7;8.43;1.72;10;5;9
72601;2;9;1.41;10;8;9
72636;1;7;NA;7;7;7
72707;2;9;0;9;9;9
72742;1;9;NA;9;9;9
72770;1;8;NA;8;8;8
72785;2;7.5;0.71;8;7;7.5
72863;1;6;NA;6;6;6
72882;1;9;NA;9;9;9
72990;9;7.67;1.22;9;5;8
72992;1;9;NA;9;9;9
73003;3;8.33;2.89;10;5;10
73022;1;8;NA;8;8;8
73044;23;7.57;1.2;10;5;8
73056;12;8.92;1.08;10;7;9
73076;1;8;NA;8;8;8
73091;1;5;NA;5;5;5
73157;1;6;NA;6;6;6
73196;3;8.67;1.53;10;7;9
73330;11;9.27;1.01;10;7;10
73363;4;9;0.82;10;8;9
73394;7;8.57;1.72;10;5;9
73398;1;8;NA;8;8;8
73464;1;10;NA;10;10;10
73469;1;8;NA;8;8;8
73486;3;9;1;10;8;9
73532;1;10;NA;10;10;10
73548;1;5;NA;5;5;5
73588;11;4.64;1.36;7;2;5
73603;1;7;NA;7;7;7
73622;4;7.25;0.96;8;6;7.5
73651;12;6.33;1.5;9;5;6
73681;28;8.32;1.28;10;6;9
73741;2;7;0;7;7;7
73795;2;8.5;2.12;10;7;8.5
73837;1;6;NA;6;6;6
73892;1;5;NA;5;5;5
73893;1;9;NA;9;9;9
73923;13;8.08;1.44;10;5;8
73991;1;8;NA;8;8;8
74026;5;7.6;0.89;9;7;7
74056;11;8.82;1.54;10;6;10
74089;1;5;NA;5;5;5
74093;3;8.67;1.15;10;8;8
74106;1;8;NA;8;8;8
74175;5;7.8;2.17;10;5;9
74176;2;7;0;7;7;7
74185;6;8;3.52;10;1;9.5
74187;1;8;NA;8;8;8
74215;1;7;NA;7;7;7
74238;2;8;2.83;10;6;8
74274;3;8.67;0.58;9;8;9
74286;16;7.81;1.28;10;6;8
74328;2;7;2.83;9;5;7
74356;2;8;0;8;8;8
74413;2;8;1.41;9;7;8
74453;3;6;1;7;5;6
74487;1;7;NA;7;7;7
74493;4;7;1.83;9;5;7
74500;1;8;NA;8;8;8
74505;1;6;NA;6;6;6
74569;3;9.67;0.58;10;9;10
74571;3;8.67;0.58;9;8;9
74595;2;7.5;0.71;8;7;7.5
74630;4;7.25;2.99;10;3;8
74655;1;5;NA;5;5;5
74665;7;8.43;0.98;10;7;8
74687;1;6;NA;6;6;6
74689;2;7.5;0.71;8;7;7.5
74691;6;8;1.1;10;7;8
74743;2;6.5;0.71;7;6;6.5
74758;5;9.2;1.1;10;8;10
74810;2;7;4.24;10;4;7
74825;1;7;NA;7;7;7
74833;4;8;0.82;9;7;8
74837;1;6;NA;6;6;6
74849;2;5;0;5;5;5
74871;1;9;NA;9;9;9
74911;3;9.33;0.58;10;9;9
75013;1;7;NA;7;7;7
75028;4;7.75;1.71;10;6;7.5
75081;12;8.58;1.83;10;5;9
75083;2;7;0;7;7;7
75089;9;6.44;1.59;9;5;6
75096;2;8.5;2.12;10;7;8.5
75115;2;8.5;2.12;10;7;8.5
75119;4;10;0;10;10;10
75127;1;9;NA;9;9;9
75149;15;7.07;1.75;10;3;7
75177;1;10;NA;10;10;10
75251;1;7;NA;7;7;7
75286;3;5.67;1.53;7;4;6
75306;1;7;NA;7;7;7
75330;3;6.33;2.31;9;5;5
75355;1;9;NA;9;9;9
75405;2;7.5;0.71;8;7;7.5
75429;1;8;NA;8;8;8
75485;12;8.75;1.36;10;7;9
75486;1;5;NA;5;5;5
75491;5;8.6;0.89;9;7;9
75551;1;5;NA;5;5;5
75568;2;6.5;0.71;7;6;6.5
75585;4;8.25;1.26;10;7;8
75591;43;8.56;1.26;10;6;9
75595;3;9.33;0.58;10;9;9
75691;2;8.5;0.71;9;8;8.5
75695;3;8;1.73;9;6;9
75701;1;8;NA;8;8;8
75749;4;6.75;0.5;7;6;7
75777;3;8.33;0.58;9;8;8
75787;2;8.5;0.71;9;8;8.5
75809;6;5.83;1.33;8;5;5
75819;25;7.56;2.08;10;2;8
75842;2;5.5;6.36;10;1;5.5
75852;2;9;1.41;10;8;9
75860;8;7;1.31;9;5;7
75875;1;10;NA;10;10;10
75951;1;10;NA;10;10;10
75980;1;8;NA;8;8;8
76001;1;9;NA;9;9;9
76019;7;7.86;0.38;8;7;8
76102;6;8.17;1.47;10;6;8.5
76105;3;8.67;0.58;9;8;9
76151;34;9.56;1.44;10;5;10
76168;6;7.5;1.38;9;6;7.5
76173;9;7.11;1.05;8;5;7
76218;2;7;1.41;8;6;7
76223;13;8;1.22;10;6;8
76259;2;5.5;2.12;7;4;5.5
76350;3;4;3;7;1;4
76351;7;10;0;10;10;10
76352;13;7.85;1.52;9;5;8
76458;1;4;NA;4;4;4
76482;9;5;0;5;5;5
76483;10;9.4;0.7;10;8;9.5
76499;31;9.26;1.81;10;4;10
76512;1;8;NA;8;8;8
76530;11;7.45;2.42;10;3;8
76532;3;7.67;0.58;8;7;8
76575;1;9;NA;9;9;9
76576;4;5;3.83;10;2;4
76611;2;7.5;3.54;10;5;7.5
76626;30;8.53;1.43;10;5;9
76710;7;7.71;1.11;9;6;8
76741;1;4;NA;4;4;4
76803;7;8.14;0.69;9;7;8
76812;3;8;1;9;7;8
76815;2;8;0;8;8;8
76818;16;8.44;1.46;10;5;8.5
76865;2;9.5;0.71;10;9;9.5
76866;1;9;NA;9;9;9
76888;14;8.21;1.42;10;5;9
76942;10;6.9;1.37;10;5;7
76965;2;7;0;7;7;7
77039;1;7;NA;7;7;7
77052;2;8.5;0.71;9;8;8.5
77072;2;10;0;10;10;10
77181;11;8.09;1.64;10;5;8
77261;4;5.75;0.96;7;5;5.5
77273;4;6;1.41;8;5;5.5
77307;4;8.75;0.96;10;8;8.5
77332;2;8;1.41;9;7;8
77359;3;5.67;3.06;9;3;5
77377;1;8;NA;8;8;8
77383;5;8;1;9;7;8
77400;1;7;NA;7;7;7
77469;1;5;NA;5;5;5
77480;19;7.63;1.42;9;2;8
77491;5;7.8;2.59;10;5;9
77516;2;8;1.41;9;7;8
77517;1;9;NA;9;9;9
77526;2;8;0;8;8;8
77585;3;10;0;10;10;10
77676;1;8;NA;8;8;8
77710;3;8.33;1.53;10;7;8
77724;8;7.62;1.41;10;6;7.5
77738;1;10;NA;10;10;10
77772;4;7.75;0.96;9;7;7.5
77809;15;7.2;1.74;10;4;7
77816;1;8;NA;8;8;8
77825;2;8;0;8;8;8
77840;2;8;1.41;9;7;8
77860;3;6.67;3.21;9;3;8
77868;3;8;1;9;7;8
77891;3;7.67;0.58;8;7;8
77940;1;10;NA;10;10;10
77960;1;9;NA;9;9;9
78007;3;8;3.46;10;4;10
78015;10;8.2;1.14;10;7;8
78089;1;7;NA;7;7;7
78229;3;7;2;9;5;7
78236;3;6.67;1.53;8;5;7
78328;7;7.86;0.9;9;6;8
78440;4;7.5;1.29;9;6;7.5
78448;19;8;0.58;9;7;8
78471;1;9;NA;9;9;9
78496;1;8;NA;8;8;8
78518;1;10;NA;10;10;10
78545;3;6;0;6;6;6
78553;13;9.38;1.12;10;6;10
78564;4;6.75;2.06;9;5;6.5
78573;2;8;2.83;10;6;8
78589;2;3;2.83;5;1;3
78619;1;10;NA;10;10;10
78719;5;7.6;1.52;9;6;8
78722;1;4;NA;4;4;4
78761;1;7;NA;7;7;7
78774;1;8;NA;8;8;8
78777;2;9.5;0.71;10;9;9.5
78778;7;8;1.41;10;6;8
78783;34;8.59;1.16;10;5;9
78834;27;9;1.54;10;5;10
78841;7;5.57;1.4;7;3;6
78846;3;7.33;2.08;9;5;8
78895;1;9;NA;9;9;9
78941;1;9;NA;9;9;9
78973;78;7.83;1.1;10;6;8
78975;2;7.5;0.71;8;7;7.5
78996;2;6;0;6;6;6
79009;8;9;1.31;10;7;9.5
79055;2;9.5;0.71;10;9;9.5
79089;1;6;NA;6;6;6
79110;1;5;NA;5;5;5
79150;1;9;NA;9;9;9
79153;1;9;NA;9;9;9
79172;2;8;0;8;8;8
79182;2;6.5;0.71;7;6;6.5
79186;4;7.5;2.08;10;5;7.5
79215;3;10;0;10;10;10
79266;13;8.54;0.66;10;8;8
79285;7;8.71;2.36;10;4;10
79366;3;6;1;7;5;6
79441;5;8.4;0.89;10;8;8
79475;3;9.33;1.15;10;8;10
79506;1;10;NA;10;10;10
79527;2;8;0;8;8;8
79556;3;8;0;8;8;8
79724;4;6;1.15;7;5;6
79736;5;8.2;0.84;9;7;8
79740;13;5.85;1.41;8;3;5
79747;3;5.67;1.15;7;5;5
79754;2;7.5;2.12;9;6;7.5
79815;2;5;1.41;6;4;5
79854;2;8;1.41;9;7;8
79923;6;7;1.67;8;4;8
79942;4;8.75;0.96;10;8;8.5
79958;4;8.25;0.96;9;7;8.5
79961;2;8;0;8;8;8
79977;13;6.46;1.56;9;5;7
79982;1;7;NA;7;7;7
79997;1;8;NA;8;8;8
80036;5;7.8;2.17;10;5;9
80061;1;8;NA;8;8;8
80066;1;6;NA;6;6;6
80067;1;8;NA;8;8;8
80071;9;8.22;1.09;9;6;9
80075;2;8;0;8;8;8
80077;1;9;NA;9;9;9
80084;2;6.5;3.54;9;4;6.5
80105;3;8;1;9;7;8
80135;2;8.5;0.71;9;8;8.5
80203;9;8.56;1.51;10;6;8
80234;2;8;1.41;9;7;8
80266;3;9.33;0.58;10;9;9
80323;2;5;0;5;5;5
80371;1;8;NA;8;8;8
80453;4;8.25;0.5;9;8;8
80477;2;6;5.66;10;2;6
80512;1;7;NA;7;7;7
80516;5;7.8;1.92;10;5;8
80538;21;8.29;1.19;10;5;8
80555;4;7.75;1.26;9;6;8
80623;2;6.5;2.12;8;5;6.5
80642;7;7.14;1.07;9;6;7
80661;3;8;1.73;10;7;7
80683;7;8.29;2.98;10;2;10
80684;3;8;1.73;10;7;7
80690;4;7.5;1.73;10;6;7
80692;2;7.5;2.12;9;6;7.5
80754;1;8;NA;8;8;8
80776;2;6.5;0.71;7;6;6.5
80810;18;8;1.61;10;5;8
80820;6;8.33;1.75;10;5;9
80826;6;7.83;1.47;10;6;7.5
80837;4;6;1.15;7;5;6
80929;3;6.33;3.06;9;3;7
80945;22;8;1.35;10;5;8
80954;3;5.33;1.53;7;4;5
80996;3;8.67;1.15;10;8;8
81015;2;10;0;10;10;10
81045;5;9;1;10;8;9
81064;2;5;4.24;8;2;5
81087;2;8.5;2.12;10;7;8.5
81088;7;6.86;2.61;9;2;7
81121;7;8.43;0.98;10;7;8
81136;6;6.67;1.37;9;5;6.5
81153;1;2;NA;2;2;2
81207;4;7;0.82;8;6;7
81215;2;5;0;5;5;5
81216;11;7.64;0.81;9;7;7
81227;3;8.67;1.53;10;7;9
81249;6;8;2.1;10;4;8.5
81263;11;9.18;0.98;10;8;10
81274;5;9.4;0.89;10;8;10
81298;15;6.53;1.25;8;4;7
81303;6;8.67;0.52;9;8;9
81318;15;6.6;2.13;10;2;7
81324;3;8.33;1.53;10;7;8
81333;2;8.5;2.12;10;7;8.5
81352;2;8;0;8;8;8
81368;6;7.83;1.6;10;6;8
81370;2;9.5;0.71;10;9;9.5
81434;4;9.5;1;10;8;10
81456;2;10;0;10;10;10
81459;2;8.5;2.12;10;7;8.5
81460;1;7;NA;7;7;7
81481;1;8;NA;8;8;8
81484;3;8.33;1.53;10;7;8
81492;19;8.84;1.17;10;5;9
81560;15;8.2;0.77;10;7;8
81564;1;9;NA;9;9;9
81578;4;8.25;2.36;10;5;9
81580;1;9;NA;9;9;9
81597;24;8.08;0.83;10;7;8
81661;2;9.5;0.71;10;9;9.5
81672;1;8;NA;8;8;8
81682;18;7.94;1.55;10;5;8
81771;13;7.54;1.81;10;4;8
81845;2;8.5;2.12;10;7;8.5
81848;21;7.19;0.81;9;5;7
81854;2;8.5;0.71;9;8;8.5
81855;4;7.25;2.99;10;3;8
81865;5;7.4;1.14;9;6;7
81901;1;8;NA;8;8;8
81927;5;9.2;1.3;10;7;10
81950;6;7.67;1.03;9;6;8
81977;12;7.92;1.31;10;6;8
81982;2;8;0;8;8;8
82001;1;6;NA;6;6;6
82102;2;7.5;3.54;10;5;7.5
82123;1;8;NA;8;8;8
82156;2;8.5;0.71;9;8;8.5
82164;7;6.71;1.5;9;5;7
82171;1;6;NA;6;6;6
82192;2;7.5;2.12;9;6;7.5
82227;1;8;NA;8;8;8
82391;1;6;NA;6;6;6
82407;8;5.38;3.2;10;2;4.5
82431;2;9;1.41;10;8;9
82445;2;5.5;2.12;7;4;5.5
82487;1;7;NA;7;7;7
82491;3;8;1;9;7;8
82497;15;7.53;0.83;9;6;8
82511;10;5.5;3.31;10;1;6
82608;4;6;1.15;7;5;6
82628;1;8;NA;8;8;8
82657;2;5;1.41;6;4;5
82659;1;8;NA;8;8;8
82673;4;7;1.41;8;5;7.5
82699;4;8.75;0.5;9;8;9
82720;3;6;1;7;5;6
82751;2;6.5;2.12;8;5;6.5
82795;2;8;1.41;9;7;8
82797;2;10;0;10;10;10
82808;3;7.67;0.58;8;7;8
82825;5;8.6;0.89;10;8;8
82831;7;6.86;1.35;8;4;7
82841;3;10;0;10;10;10
82859;1;7;NA;7;7;7
82893;4;9.25;0.96;10;8;9.5
82901;3;8.67;0.58;9;8;9
82917;1;8;NA;8;8;8
82942;5;6.4;1.14;8;5;6
82955;3;6.33;2.52;9;4;6
83046;1;10;NA;10;10;10
83069;2;6.5;2.12;8;5;6.5
83109;3;8.33;1.53;10;7;8
83110;1;4;NA;4;4;4
83135;5;8;0.71;9;7;8
83166;4;8;0.82;9;7;8
83178;1;7;NA;7;7;7
83186;3;9;1.73;10;7;10
83235;4;8;1.41;10;7;7.5
83239;3;9;1;10;8;9
83252;5;7;2.12;10;5;7
83283;1;8;NA;8;8;8
83287;21;9.19;2.18;10;1;10
83306;3;6.67;2.31;8;4;8
83383;5;7.8;0.45;8;7;8
83428;1;9;NA;9;9;9
83431;9;9;1.22;10;7;10
83443;5;9;0.71;10;8;9
83496;4;8.5;1.29;10;7;8.5
83589;1;7;NA;7;7;7
83637;20;7.8;1.44;10;5;8
83646;9;7.11;0.93;9;6;7
83666;2;5.5;2.12;7;4;5.5
83671;22;9.09;0.75;10;7;9
83775;4;6;2;9;5;5
83842;1;9;NA;9;9;9
83880;1;7;NA;7;7;7
83971;6;8.33;1.63;10;6;8.5
84024;23;7.7;1.82;10;1;8
84126;1;8;NA;8;8;8
84146;1;8;NA;8;8;8
84178;3;8;1.73;10;7;7
84191;2;9;1.41;10;8;9
84198;2;10;0;10;10;10
84427;4;8.25;0.96;9;7;8.5
84476;1;9;NA;9;9;9
84479;9;9.56;0.73;10;8;10
84523;9;4.89;2.26;8;1;5
84527;3;8.33;1.15;9;7;9
84537;4;7.5;2.08;10;5;7.5
84553;1;9;NA;9;9;9
84627;1;8;NA;8;8;8
84671;2;6.5;0.71;7;6;6.5
84727;2;6.5;2.12;8;5;6.5
84729;4;8.25;1.26;10;7;8
84795;12;8.17;1.7;10;5;8
84847;1;9;NA;9;9;9
84866;2;4;1.41;5;3;4
84882;19;7.74;1.37;10;5;8
84884;2;8;0;8;8;8
84897;7;6.14;1.21;8;5;6
84900;8;6.12;2.36;9;2;6.5
84902;1;7;NA;7;7;7
85033;2;10;0;10;10;10
85043;3;8;1;9;7;8
85132;1;7;NA;7;7;7
85256;6;7.17;2.04;10;4;7.5
85268;1;9;NA;9;9;9
85294;1;10;NA;10;10;10
85327;1;4;NA;4;4;4
85367;9;9.33;1.12;10;7;10
85409;1;5;NA;5;5;5
85426;15;8.87;1.19;10;6;9
85433;3;9.67;0.58;10;9;10
85455;2;6.5;0.71;7;6;6.5
85502;6;8.33;0.52;9;8;8
85526;25;7.84;1.18;10;5;8
85534;3;8;1;9;7;8
85554;3;8.33;0.58;9;8;8
85587;3;7.67;1.53;9;6;8
85616;1;5;NA;5;5;5
85656;10;8.3;0.95;10;7;8
85701;8;5;0;5;5;5
85757;26;7.73;1.37;9;5;8
85787;2;6.5;2.12;8;5;6.5
85833;2;9.5;0.71;10;9;9.5
85851;4;7.25;1.26;9;6;7
85872;3;7.67;0.58;8;7;8
85905;2;8;1.41;9;7;8
85925;2;10;0;10;10;10
85944;1;7;NA;7;7;7
85950;2;6.5;2.12;8;5;6.5
85962;3;6.67;1.53;8;5;7
85992;4;8.25;1.71;10;6;8.5
85993;20;9.2;1.51;10;5;10
86001;1;7;NA;7;7;7
86017;1;8;NA;8;8;8
86033;2;6.5;0.71;7;6;6.5
86051;4;8.75;0.5;9;8;9
86093;2;8.5;0.71;9;8;8.5
86123;5;5.8;3.27;9;1;7
86145;11;6.27;1.19;8;4;7
86170;1;9;NA;9;9;9
86189;22;7.32;1.84;10;3;8
86202;20;7;1.08;9;5;7
86242;3;5.33;1.15;6;4;6
86243;9;8.22;1.86;10;5;9
86276;1;6;NA;6;6;6
86368;3;9;1;10;8;9
86392;4;9;0.82;10;8;9
86408;6;8.5;0.84;10;8;8
86418;3;8.67;1.15;10;8;8
86419;1;8;NA;8;8;8
86463;2;9;0;9;9;9
86481;1;10;NA;10;10;10
86489;6;7.83;1.17;10;7;7.5
86548;3;10;0;10;10;10
86555;3;8.33;0.58;9;8;8
86680;1;5;NA;5;5;5
86720;11;7.18;0.87;8;6;7
86728;1;8;NA;8;8;8
86792;1;9;NA;9;9;9
86819;2;8;1.41;9;7;8
86835;10;7;2.26;10;5;6
86837;1;8;NA;8;8;8
86849;2;7.5;2.12;9;6;7.5
86906;2;6.5;0.71;7;6;6.5
86932;3;6.33;2.52;9;4;6
86947;1;10;NA;10;10;10
86959;3;9.67;0.58;10;9;10
86965;3;8.67;1.15;10;8;8
86969;8;7.88;1.25;10;6;8
87051;4;9.5;0.58;10;9;9.5
87108;4;6.5;3.42;10;2;7
87114;3;10;0;10;10;10
87129;1;8;NA;8;8;8
87141;33;8.15;0.76;10;7;8
87147;2;6.5;0.71;7;6;6.5
87155;4;9.5;0.58;10;9;9.5
87302;2;10;0;10;10;10
87351;5;7.8;0.84;9;7;8
87401;3;7.33;0.58;8;7;7
87540;1;10;NA;10;10;10
87555;29;8.52;1.77;10;3;9
87579;3;6;1;7;5;6
87690;2;9;1.41;10;8;9
87707;1;8;NA;8;8;8
87712;12;7.67;2.06;10;3;8
87729;2;8.5;0.71;9;8;8.5
87747;1;8;NA;8;8;8
87820;6;7;0.63;8;6;7
87875;1;1;NA;1;1;1
87911;10;6.1;2.18;9;2;5.5
